Exported SMaRT Impedance Data
Experiment start time : 2/9/2017 11:00:42 PM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,Impedance Imaginary (Ohms)
221,4,38,03:55:32,199.5262,1,0,100.00,100.96,98.00,31.60346,1.93801,0.0613227,-2514523,
222,4,39,03:55:38,158.4893,1,0,100.00,100.96,98.00,31.86862,1.720438,5.398531E-02,-3141905,
223,4,40,03:55:44,125.8925,1,0,100.00,100.96,98.00,32.09294,1.507944,4.698678E-02,-3930548,
224,4,41,03:55:49,100,1,0,100.00,100.96,98.00,32.2758,1.307324,4.050478E-02,-4923017,
225,4,42,03:55:55,79.43282,1,0,100.00,100.96,98.00,32.42076,1.12056,3.456305E-02,-6172747,
226,4,43,03:56:01,63.09574,1,0,100.00,100.96,98.00,32.53768,0.9512919,2.923663E-02,-7745735,
227,4,44,03:56:07,50.11872,1,0,100.00,100.96,98.00,32.6267,0.8049316,2.467095E-02,-9727087,
228,4,45,03:56:13,39.81071,1,0,100.00,100.96,98.00,32.69705,0.6746708,2.063399E-02,-1.222157E+07,
229,4,46,03:56:19,31.62278,1,0,100.00,100.96,98.00,32.7504,0.5632432,1.719806E-02,-1.536297E+07,
230,4,47,03:56:25,25.11886,1,0,100.00,100.96,98.00,32.79231,0.4682314,1.427869E-02,-1.931789E+07,
231,4,48,03:56:31,19.95262,1,0,100.00,100.96,98.00,32.82321,0.3887694,1.184434E-02,-2.429843E+07,
232,4,49,03:56:37,15.84893,1,0,100.00,100.96,98.00,32.84789,0.3222924,9.811663E-03,-3.056828E+07,
233,4,50,03:56:43,12.58925,1,0,100.00,100.96,98.00,32.86658,0.2683618,8.165187E-03,-3.846245E+07,
234,4,51,03:56:49,10,1,0,100.00,100.96,98.00,32.88133,0.2225975,6.769724E-03,-4.840062E+07,
235,4,52,03:56:54,7.943283,1,0,100.00,100.96,98.00,32.89278,0.1861406,5.659012E-03,-6.091238E+07,
236,4,53,03:57:02,6.309574,1,0,100.00,100.96,98.00,32.90199,0.1569506,4.770246E-03,-7.666342E+07,
237,4,54,03:57:09,5.011872,1,0,100.00,100.96,98.00,32.90864,0.1309391,3.978868E-03,-9.64947E+07,
238,4,55,03:57:16,3.981072,1,0,100.00,100.96,98.00,32.91471,0.1159665,3.523242E-03,-1.214576E+08,
239,4,56,03:57:24,3.162277,1,0,100.00,100.96,98.00,32.92078,0.1006342,3.05686E-03,-1.528784E+08,
240,4,57,03:57:32,2.511887,1,0,100.00,100.96,98.00,32.92722,9.299869E-02,2.824371E-03,-1.92425E+08,
241,4,58,03:57:38,1.995262,1,0,100.00,100.96,98.00,32.92744,0.0843514,2.561735E-03,-2.422476E+08,
242,4,59,03:57:46,1.584893,1,0,100.00,100.96,98.00,32.93185,8.222499E-02,2.496823E-03,-3.049309E+08,
243,4,60,03:57:53,1.258925,1,0,100.00,100.96,98.00,32.93385,0.0807141,2.450795E-03,-3.838622E+08,
244,4,61,03:57:59,1,1,0,100.00,100.96,98.00,32.93281,8.061153E-02,2.447757E-03,-4.832689E+08,
245,5,1,04:52:44,1000000,1,0,95.00,95.96,93.00,21.93509,0.3189074,1.453869E-02,-725.4191,
246,5,2,04:52:51,794328.2,1,0,95.00,95.96,93.00,21.69998,0.3396936,0.0156541,-923.1125,
247,5,3,04:52:58,630957.3,1,0,95.00,95.96,93.00,21.57532,0.3737537,1.732321E-02,-1168.78,
248,5,4,04:53:04,501187.3,1,0,95.00,95.96,93.00,21.52246,0.4065105,1.888774E-02,-1474.937,
249,5,5,04:53:10,398107.2,1,0,95.00,95.96,93.00,21.51964,0.4318564,2.006801E-02,-1856.993,
250,5,6,04:53:16,316227.8,1,0,95.00,95.96,93.00,21.53967,0.471522,2.189087E-02,-2335.464,
251,5,7,04:53:22,251188.6,1,0,95.00,95.96,93.00,21.57349,0.5156652,2.390273E-02,-2935.296,
252,5,8,04:53:28,199526.2,1,0,95.00,95.96,93.00,21.62519,0.5584011,2.582179E-02,-3686.133,
253,5,9,04:53:33,158489.3,1,0,95.00,95.96,93.00,21.69024,0.6013744,2.772558E-02,-4626.176,
254,5,10,04:53:39,125892.5,1,0,95.00,95.96,93.00,21.76209,0.6545478,3.007744E-02,-5803.996,
255,5,11,04:53:45,100000,1,0,95.00,95.96,93.00,21.84785,0.715434,0.0327462,-7276.896,
256,5,12,04:53:51,79432.82,1,0,95.00,95.96,93.00,21.93612,0.7761441,3.538201E-02,-9122.565,
257,5,13,04:53:59,63095.73,1,0,95.00,95.96,93.00,22.05475,0.835629,3.788884E-02,-11420.76,
258,5,14,04:54:05,50118.72,1,0,95.00,95.96,93.00,22.16901,0.9057106,0.0408548,-14300.45,
259,5,15,04:54:11,39810.72,1,0,95.00,95.96,93.00,22.29233,0.9843479,4.415635E-02,-17898.59,
260,5,16,04:54:17,31622.78,1,0,95.00,95.96,93.00,22.43197,1.064726,4.746467E-02,-22385.95,
261,5,17,04:54:23,25118.86,1,0,95.00,95.96,93.00,22.57568,1.154977,5.116022E-02,-27992.66,
262,5,18,04:54:29,19952.62,1,0,95.00,95.96,93.00,22.73828,1.249169,5.493686E-02,-34974.7,
263,5,19,04:54:34,15848.93,1,0,95.00,95.96,93.00,22.91522,1.350083,5.891642E-02,-43670.81,
264,5,20,04:54:40,12589.25,1,0,95.00,95.96,93.00,23.10803,1.459148,6.314461E-02,-54491.56,
265,5,21,04:54:46,10000,1,0,95.00,95.96,93.00,23.31868,1.5731,6.746096E-02,-67942.94,
266,5,22,04:54:52,7943.282,1,0,95.00,95.96,93.00,23.54646,1.693339,7.191481E-02,-84655.34,
267,5,23,04:54:58,6309.573,1,0,95.00,95.96,93.00,23.78928,1.818557,7.644437E-02,-105416.5,
268,5,24,04:55:04,5011.873,1,0,95.00,95.96,93.00,24.0596,1.948204,8.097408E-02,-131127.4,
269,5,25,04:55:10,3981.072,1,0,95.00,95.96,93.00,24.35428,2.081172,8.545406E-02,-162961.5,
270,5,26,04:55:16,3162.278,1,0,95.00,95.96,93.00,24.67009,2.209437,8.955933E-02,-202385.7,
271,5,27,04:55:22,2511.886,1,0,95.00,95.96,93.00,25.01556,2.345002,9.374171E-02,-251079,
272,5,28,04:55:28,1995.262,1,0,95.00,95.96,93.00,25.38366,2.465922,9.714602E-02,-311305.4,
273,5,29,04:55:34,1584.893,1,0,95.00,95.96,93.00,25.77259,2.589222,0.1004642,-385745.4,
274,5,30,04:55:39,1258.925,1,0,95.00,95.96,93.00,26.19317,2.699121,0.1030468,-477578.8,
275,5,31,04:55:45,1000,1,0,95.00,95.96,93.00,26.6336,2.795094,0.1049462,-591062.4,
276,5,32,04:55:51,794.3282,1,0,95.00,95.96,93.00,27.0901,2.867095,0.1058355,-731428.9,
277,5,33,04:55:57,630.9573,1,0,95.00,95.96,93.00,27.5689,2.924437,0.1060774,-904776.3,
278,5,34,04:56:04,501.1872,1,0,95.00,95.96,93.00,28.05906,2.949775,0.1051274,-1119370,
279,5,35,04:56:10,398.1072,1,0,95.00,95.96,93.00,28.55556,2.946825,0.1031962,-1385253,
280,5,36,04:56:16,316.2278,1,0,95.00,95.96,93.00,29.0515,2.911224,0.1002091,-1715190,
281,5,37,04:56:23,251.1886,1,0,95.00,95.96,93.00,29.54109,2.842727,0.0962296,-2125156,
282,5,38,04:56:29,199.5262,1,0,95.00,95.96,93.00,30.01235,2.736949,9.119409E-02,-2635867,
283,5,39,04:56:35,158.4893,1,0,95.00,95.96,93.00,30.46616,2.610103,8.567221E-02,-3272101,
284,5,40,04:56:40,125.8925,1,0,95.00,95.96,93.00,30.88663,2.449085,7.929271E-02,-4067502,
285,5,41,04:56:46,100,1,0,95.00,95.96,93.00,31.27033,2.270202,7.259925E-02,-5062963,
286,5,42,04:56:52,79.43282,1,0,95.00,95.96,93.00,31.61615,2.072089,6.553894E-02,-6310297,
287,5,43,04:56:58,63.09574,1,0,95.00,95.96,93.00,31.91613,1.867459,5.851145E-02,-7876362,
288,5,44,04:57:04,50.11872,1,0,95.00,95.96,93.00,32.16996,1.661246,5.163965E-02,-9844941,
289,5,45,04:57:10,39.81071,1,0,95.00,95.96,93.00,32.38807,1.457778,4.500972E-02,-1.231846E+07,
290,5,46,04:57:16,31.62278,1,0,95.00,95.96,93.00,32.56531,1.267444,3.892006E-02,-1.543148E+07,
291,5,47,04:57:22,25.11886,1,0,95.00,95.96,93.00,32.70834,1.090272,3.333316E-02,-1.934994E+07,
292,5,48,04:57:28,19.95262,1,0,95.00,95.96,93.00,32.82335,0.9297839,2.832691E-02,-2.428226E+07,
293,5,49,04:57:34,15.84893,1,0,95.00,95.96,93.00,32.91371,0.7874787,2.392555E-02,-3.049263E+07,
294,5,50,04:57:40,12.58925,1,0,95.00,95.96,93.00,32.98364,0.6625173,2.008624E-02,-3.831304E+07,
295,5,51,04:57:45,10,1,0,95.00,95.96,93.00,33.03817,0.5557275,1.682077E-02,-4.815944E+07,
296,5,52,04:57:51,7.943283,1,0,95.00,95.96,93.00,33.08204,0.4626761,1.398572E-02,-6.055401E+07,
297,5,53,04:57:59,6.309574,1,0,95.00,95.96,93.00,33.11198,0.3873202,1.169728E-02,-7.616854E+07,
298,5,54,04:58:06,5.011872,1,0,95.00,95.96,93.00,33.14229,0.3211482,9.689981E-03,-9.580694E+07,
299,5,55,04:58:12,3.981072,1,0,95.00,95.96,93.00,33.15731,0.2680588,8.084454E-03,-1.205626E+08,
300,5,56,04:58:21,3.162277,1,0,95.00,95.96,93.00,33.17254,0.2223534,6.702935E-03,-1.517128E+08,
301,5,57,04:58:29,2.511887,1,0,95.00,95.96,93.00,33.18609,0.1870008,5.634916E-03,-1.909195E+08,
302,5,58,04:58:35,1.995262,1,0,95.00,95.96,93.00,33.19434,0.1560831,4.702101E-03,-2.402961E+08,
303,5,59,04:58:43,1.584893,1,0,95.00,95.96,93.00,33.20408,0.1367079,4.117202E-03,-3.024276E+08,
304,5,60,04:58:50,1.258925,1,0,95.00,95.96,93.00,33.21006,0.1183318,3.563132E-03,-3.806669E+08,
305,5,61,04:58:56,1,1,0,95.00,95.96,93.00,33.21204,0.1029334,3.09928E-03,-4.792042E+08,
306,6,1,05:55:04,1000000,1,0,90.00,90.96,88.00,21.88684,0.2397515,1.095414E-02,-727.0847,
307,6,2,05:55:11,794328.2,1,0,90.00,90.96,88.00,21.64449,0.2549996,1.178128E-02,-925.5773,
308,6,3,05:55:18,630957.3,1,0,90.00,90.96,88.00,21.50859,0.2835383,1.318256E-02,-1172.554,
309,6,4,05:55:24,501187.3,1,0,90.00,90.96,88.00,21.44481,0.3091581,1.441645E-02,-1480.498,
310,6,5,05:55:30,398107.2,1,0,90.00,90.96,88.00,21.43138,0.3262284,0.015222,-1864.96,
311,6,6,05:55:36,316227.8,1,0,90.00,90.96,88.00,21.43906,0.354748,0.0165468,-2346.905,
312,6,7,05:55:42,251188.6,1,0,90.00,90.96,88.00,21.4571,0.3886303,1.811197E-02,-2951.936,
313,6,8,05:55:48,199526.2,1,0,90.00,90.96,88.00,21.49369,0.4176845,1.943289E-02,-3709.756,
314,6,9,05:55:54,158489.3,1,0,90.00,90.96,88.00,21.54054,0.450719,2.092422E-02,-4659.868,
315,6,10,05:55:59,125892.5,1,0,90.00,90.96,88.00,21.59375,0.4873194,2.256761E-02,-5851.553,
316,6,11,05:56:05,100000,1,0,90.00,90.96,88.00,21.65419,0.5299115,2.447155E-02,-7345.448,
317,6,12,05:56:11,79432.82,1,0,90.00,90.96,88.00,21.72125,0.5733752,2.639697E-02,-9217.919,
318,6,13,05:56:19,63095.73,1,0,90.00,90.96,88.00,21.8102,0.6097479,2.795701E-02,-11556.37,
319,6,14,05:56:25,50118.72,1,0,90.00,90.96,88.00,21.89328,0.658623,3.008334E-02,-14491.61,
320,6,15,05:56:31,39810.72,1,0,90.00,90.96,88.00,21.98377,0.7130278,3.243428E-02,-18166.09,
321,6,16,05:56:37,31622.78,1,0,90.00,90.96,88.00,22.08509,0.7652893,3.465185E-02,-22761.45,
322,6,17,05:56:43,25118.86,1,0,90.00,90.96,88.00,22.18774,0.8294529,3.738338E-02,-28516.79,
323,6,18,05:56:49,19952.62,1,0,90.00,90.96,88.00,22.30502,0.8949367,4.012265E-02,-35704.18,
324,6,19,05:56:55,15848.93,1,0,90.00,90.96,88.00,22.42684,0.9640208,4.298513E-02,-44694.12,
325,6,20,05:57:00,12589.25,1,0,90.00,90.96,88.00,22.56207,1.039907,4.609092E-02,-55913.9,
326,6,21,05:57:06,10000,1,0,90.00,90.96,88.00,22.70832,1.121688,4.939548E-02,-69916.04,
327,6,22,05:57:12,7943.282,1,0,90.00,90.96,88.00,22.86741,1.207335,5.279719E-02,-87376.42,
328,6,23,05:57:18,6309.573,1,0,90.00,90.96,88.00,23.0322,1.300177,5.645039E-02,-109169.9,
329,6,24,05:57:24,5011.873,1,0,90.00,90.96,88.00,23.21856,1.399418,6.027153E-02,-136273.1,
330,6,25,05:57:30,3981.072,1,0,90.00,90.96,88.00,23.41917,1.50044,6.406887E-02,-170008.1,
331,6,26,05:57:36,3162.278,1,0,90.00,90.96,88.00,23.63797,1.608519,6.804808E-02,-211935.4,
332,6,27,05:57:42,2511.886,1,0,90.00,90.96,88.00,23.87714,1.723602,0.0721863,-263986,
333,6,28,05:57:48,1995.262,1,0,90.00,90.96,88.00,24.13345,1.836017,7.607768E-02,-328620.4,
334,6,29,05:57:54,1584.893,1,0,90.00,90.96,88.00,24.40807,1.956841,8.017191E-02,-408793.9,
335,6,30,05:57:59,1258.925,1,0,90.00,90.96,88.00,24.70369,2.076445,8.405403E-02,-508160.6,
336,6,31,05:58:05,1000,1,0,90.00,90.96,88.00,25.01814,2.196771,8.780715E-02,-631291.2,
337,6,32,05:58:11,794.3282,1,0,90.00,90.96,88.00,25.35704,2.313212,9.122564E-02,-783650.5,
338,6,33,05:58:17,630.9573,1,0,90.00,90.96,88.00,25.72052,2.427946,9.439722E-02,-972047.9,
339,6,34,05:58:24,501.1872,1,0,90.00,90.96,88.00,26.10255,2.533456,9.705778E-02,-1205217,
340,6,35,05:58:30,398.1072,1,0,90.00,90.96,88.00,26.50682,2.63215,9.930086E-02,-1493486,
341,6,36,05:58:36,316.2278,1,0,90.00,90.96,88.00,26.93145,2.716384,0.1008629,-1849969,
342,6,37,05:58:43,251.1886,1,0,90.00,90.96,88.00,27.37271,2.785274,0.1017537,-2291021,
343,6,38,05:58:49,199.5262,1,0,90.00,90.96,88.00,27.82862,2.829091,0.1016612,-2837026,
344,6,39,05:58:55,158.4893,1,0,90.00,90.96,88.00,28.30155,2.860968,0.1010887,-3512323,
345,6,40,05:59:01,125.8925,1,0,90.00,90.96,88.00,28.77594,2.863278,0.0995025,-4350230,
346,6,41,05:59:06,100,1,0,90.00,90.96,88.00,29.25345,2.837842,9.700882E-02,-5389832,
347,6,42,05:59:12,79.43282,1,0,90.00,90.96,88.00,29.72474,2.781493,9.357502E-02,-6682146,
348,6,43,05:59:18,63.09574,1,0,90.00,90.96,88.00,30.18716,2.693904,8.924005E-02,-8289972,
349,6,44,05:59:24,50.11872,1,0,90.00,90.96,88.00,30.62821,2.581023,8.426945E-02,-1.029498E+07,
350,6,45,05:59:30,39.81071,1,0,90.00,90.96,88.00,31.0456,2.441319,7.863656E-02,-1.279803E+07,
351,6,46,05:59:36,31.62278,1,0,90.00,90.96,88.00,31.43227,2.277406,0.0724544,-1.592834E+07,
352,6,47,05:59:42,25.11886,1,0,90.00,90.96,88.00,31.78212,2.097594,6.599917E-02,-1.984951E+07,
353,6,48,05:59:48,19.95262,1,0,90.00,90.96,88.00,32.09298,1.906145,5.939447E-02,-2.476743E+07,
354,6,49,05:59:54,15.84893,1,0,90.00,90.96,88.00,32.36234,1.710516,5.285515E-02,-3.094345E+07,
355,6,50,06:00:00,12.58925,1,0,90.00,90.96,88.00,32.59409,1.516011,4.651183E-02,-3.870285E+07,
356,6,51,06:00:05,10,1,0,90.00,90.96,88.00,32.78671,1.328858,4.053037E-02,-4.846292E+07,
357,6,52,06:00:11,7.943283,1,0,90.00,90.96,88.00,32.94465,1.152355,3.497851E-02,-6.074412E+07,
358,6,53,06:00:19,6.309574,1,0,90.00,90.96,88.00,33.07141,0.9899681,2.993426E-02,-7.620412E+07,
359,6,54,06:00:25,5.011872,1,0,90.00,90.96,88.00,33.17578,0.8431465,2.541452E-02,-9.565743E+07,
360,6,55,06:00:31,3.981072,1,0,90.00,90.96,88.00,33.2557,0.7139547,2.146864E-02,-1.201584E+08,
361,6,56,06:00:39,3.162277,1,0,90.00,90.96,88.00,33.31777,0.5998153,1.800286E-02,-1.510093E+08,
362,6,57,06:00:46,2.511887,1,0,90.00,90.96,88.00,33.36632,0.5040272,1.510587E-02,-1.898509E+08,
363,6,58,06:00:52,1.995262,1,0,90.00,90.96,88.00,33.40384,0.4167205,1.247523E-02,-2.387571E+08,
364,6,59,06:00:59,1.584893,1,0,90.00,90.96,88.00,33.43526,0.3499283,1.046584E-02,-3.003087E+08,
365,6,60,06:01:06,1.258925,1,0,90.00,90.96,88.00,33.45978,0.2893362,8.647284E-03,-3.778025E+08,
366,6,61,06:01:11,1,1,0,90.00,90.96,88.00,33.47849,0.2373336,7.089137E-03,-4.753708E+08,
367,7,1,06:58:33,1000000,1,0,85.00,85.96,83.00,21.85992,0.1811316,8.286016E-03,-728.0176,
368,7,2,06:58:40,794328.2,1,0,85.00,85.96,83.00,21.60997,0.1935331,8.955733E-03,-927.1102,
369,7,3,06:58:47,630957.3,1,0,85.00,85.96,83.00,21.46787,0.216621,1.009047E-02,-1174.863,
370,7,4,06:58:53,501187.3,1,0,85.00,85.96,83.00,21.39618,0.2372673,1.108924E-02,-1483.989,
371,7,5,06:58:59,398107.2,1,0,85.00,85.96,83.00,21.37285,0.2490369,1.165202E-02,-1870.246,
372,7,6,06:59:05,316227.8,1,0,85.00,85.96,83.00,21.37083,0.2697089,1.262042E-02,-2354.668,
373,7,7,06:59:11,251188.6,1,0,85.00,85.96,83.00,21.37824,0.2956758,1.383069E-02,-2963.229,
374,7,8,06:59:17,199526.2,1,0,85.00,85.96,83.00,21.40335,0.3159734,0.0147628,-3726.009,
375,7,9,06:59:22,158489.3,1,0,85.00,85.96,83.00,21.43623,0.3385681,0.0157942,-4683.425,
376,7,10,06:59:28,125892.5,1,0,85.00,85.96,83.00,21.47258,0.3653253,1.701358E-02,-5885.868,
377,7,11,06:59:34,100000,1,0,85.00,85.96,83.00,21.52134,0.3955989,1.838171E-02,-7392.721,
378,7,12,06:59:40,79432.82,1,0,85.00,85.96,83.00,21.56596,0.4250258,1.970818E-02,-9287.158,
379,7,13,06:59:48,63095.73,1,0,85.00,85.96,83.00,21.63873,0.4498634,2.078973E-02,-11652.01,
380,7,14,06:59:54,50118.72,1,0,85.00,85.96,83.00,21.69969,0.4810052,2.216646E-02,-14626.94,
381,7,15,07:00:00,39810.72,1,0,85.00,85.96,83.00,21.76693,0.5190036,2.384368E-02,-18355.92,
382,7,16,07:00:06,31622.78,1,0,85.00,85.96,83.00,21.84134,0.5521333,2.527928E-02,-23028.39,
383,7,17,07:00:12,25118.86,1,0,85.00,85.96,83.00,21.91516,0.5957404,2.718394E-02,-28890.48,
384,7,18,07:00:18,19952.62,1,0,85.00,85.96,83.00,21.99989,0.6394555,0.0290663,-36227.05,
385,7,19,07:00:23,15848.93,1,0,85.00,85.96,83.00,22.08812,0.6848294,3.100442E-02,-45419.7,
386,7,20,07:00:29,12589.25,1,0,85.00,85.96,83.00,22.18262,0.735832,3.317155E-02,-56928.52,
387,7,21,07:00:35,10000,1,0,85.00,85.96,83.00,22.28651,0.7886384,3.538636E-02,-71323.84,
388,7,22,07:00:41,7943.282,1,0,85.00,85.96,83.00,22.39651,0.8473781,3.783529E-02,-89334.4,
389,7,23,07:00:47,6309.573,1,0,85.00,85.96,83.00,22.50882,0.90909,4.038817E-02,-111881.9,
390,7,24,07:00:53,5011.873,1,0,85.00,85.96,83.00,22.63808,0.9773257,4.317176E-02,-140014.1,
391,7,25,07:00:59,3981.072,1,0,85.00,85.96,83.00,22.7745,1.047712,4.600374E-02,-175167.4,
392,7,26,07:01:05,3162.278,1,0,85.00,85.96,83.00,22.92618,1.125791,4.910503E-02,-218999.2,
393,7,27,07:01:11,2511.886,1,0,85.00,85.96,83.00,23.08767,1.201086,5.202284E-02,-273694.8,
394,7,28,07:01:17,1995.262,1,0,85.00,85.96,83.00,23.26201,1.286185,5.529123E-02,-341859.4,
395,7,29,07:01:23,1584.893,1,0,85.00,85.96,83.00,23.44677,1.376879,5.872361E-02,-426817.5,
396,7,30,07:01:28,1258.925,1,0,85.00,85.96,83.00,23.64683,1.469797,6.215617E-02,-532565.2,
397,7,31,07:01:34,1000,1,0,85.00,85.96,83.00,23.86298,1.566788,6.565771E-02,-664090.7,
398,7,32,07:01:40,794.3282,1,0,85.00,85.96,83.00,24.0937,1.666104,6.915102E-02,-827646.6,
399,7,33,07:01:47,630.9573,1,0,85.00,85.96,83.00,24.33742,1.768997,0.0726863,-1030997,
400,7,34,07:01:53,501.1872,1,0,85.00,85.96,83.00,24.60108,1.872281,7.610565E-02,-1283388,
401,7,35,07:01:59,398.1072,1,0,85.00,85.96,83.00,24.88349,1.980744,7.960074E-02,-1596489,
402,7,36,07:02:05,316.2278,1,0,85.00,85.96,83.00,25.18315,2.088427,8.292954E-02,-1984877,
403,7,37,07:02:12,251.1886,1,0,85.00,85.96,83.00,25.50149,2.193022,8.599583E-02,-2466351,
404,7,38,07:02:18,199.5262,1,0,85.00,85.96,83.00,25.83839,2.290241,8.863714E-02,-3063065,
405,7,39,07:02:24,158.4893,1,0,85.00,85.96,83.00,26.19635,2.39737,9.151543E-02,-3801521,
406,7,40,07:02:30,125.8925,1,0,85.00,85.96,83.00,26.57211,2.492134,9.378759E-02,-4716186,
407,7,41,07:02:36,100,1,0,85.00,85.96,83.00,26.96817,2.576524,9.553946E-02,-5848206,
408,7,42,07:02:41,79.43282,1,0,85.00,85.96,83.00,27.37806,2.648778,9.674822E-02,-7250557,
409,7,43,07:02:47,63.09574,1,0,85.00,85.96,83.00,27.80426,2.709525,9.744998E-02,-8986779,
410,7,44,07:02:53,50.11872,1,0,85.00,85.96,83.00,28.24526,2.750561,9.738132E-02,-1.113719E+07,
411,7,45,07:02:59,39.81071,1,0,85.00,85.96,83.00,28.69868,2.772957,9.662317E-02,-1.380138E+07,
412,7,46,07:03:05,31.62278,1,0,85.00,85.96,83.00,29.15452,2.772957,9.511242E-02,-1.710815E+07,
413,7,47,07:03:11,25.11886,1,0,85.00,85.96,83.00,29.61355,2.747297,0.0927716,-2.121329E+07,
414,7,48,07:03:17,19.95262,1,0,85.00,85.96,83.00,30.06684,2.695545,8.965177E-02,-2.631818E+07,
415,7,49,07:03:23,15.84893,1,0,85.00,85.96,83.00,30.51058,2.616046,8.574224E-02,-3.267297E+07,
416,7,50,07:03:29,12.58925,1,0,85.00,85.96,83.00,30.93786,2.511523,8.117958E-02,-4.059546E+07,
417,7,51,07:03:35,10,1,0,85.00,85.96,83.00,31.34272,2.381825,7.599294E-02,-5.048738E+07,
418,7,52,07:03:41,7.943283,1,0,85.00,85.96,83.00,31.72016,2.231181,7.033953E-02,-6.285522E+07,
419,7,53,07:03:48,6.309574,1,0,85.00,85.96,83.00,32.06551,2.062284,6.431472E-02,-7.834104E+07,
420,7,54,07:03:57,5.011872,1,0,85.00,85.96,83.00,32.37223,1.88591,5.825703E-02,-9.776338E+07,
421,7,55,07:04:03,3.981072,1,0,85.00,85.96,83.00,32.64314,1.697453,5.200031E-02,-1.221393E+08,
422,7,56,07:04:11,3.162277,1,0,85.00,85.96,83.00,32.87391,1.509798,4.592693E-02,-1.527756E+08,
423,7,57,07:04:18,2.511887,1,0,85.00,85.96,83.00,33.07055,1.329939,4.021519E-02,-1.912832E+08,
424,7,58,07:04:24,1.995262,1,0,85.00,85.96,83.00,33.23843,1.152916,3.468625E-02,-2.396943E+08,
425,7,59,07:04:32,1.584893,1,0,85.00,85.96,83.00,33.36931,0.9991872,0.0299433,-3.006657E+08,
426,7,60,07:04:39,1.258925,1,0,85.00,85.96,83.00,33.47408,0.8512285,2.542948E-02,-3.774253E+08,
427,7,61,07:04:45,1,1,0,85.00,85.96,83.00,33.55894,0.7207277,2.147648E-02,-4.740365E+08,
428,8,1,08:03:04,1000000,1,0,80.00,80.97,78.00,21.85136,0.1345291,6.156553E-03,-728.3251,
429,8,2,08:03:11,794328.2,1,0,80.00,80.97,78.00,21.59648,0.1438411,6.660397E-03,-927.7224,
430,8,3,08:03:18,630957.3,1,0,80.00,80.97,78.00,21.44676,0.1646041,7.675008E-03,-1176.069,
431,8,4,08:03:24,501187.3,1,0,80.00,80.97,78.00,21.36792,0.1816325,8.500241E-03,-1486.026,
432,8,5,08:03:30,398107.2,1,0,80.00,80.97,78.00,21.33801,0.1900827,8.908173E-03,-1873.406,
433,8,6,08:03:36,316227.8,1,0,80.00,80.97,78.00,21.32788,0.2069052,9.701161E-03,-2359.564,
434,8,7,08:03:42,251188.6,1,0,80.00,80.97,78.00,21.32811,0.2273597,0.0106601,-2970.425,
435,8,8,08:03:48,199526.2,1,0,80.00,80.97,78.00,21.3428,0.2412437,1.130328E-02,-3736.916,
436,8,9,08:03:53,158489.3,1,0,80.00,80.97,78.00,21.3659,0.2580914,1.207959E-02,-4699.327,
437,8,10,08:03:59,125892.5,1,0,80.00,80.97,78.00,21.39491,0.2754095,1.287266E-02,-5907.964,
438,8,11,08:04:05,100000,1,0,80.00,80.97,78.00,21.42416,0.3001977,1.401211E-02,-7427.304,
439,8,12,08:04:11,79432.82,1,0,80.00,80.97,78.00,21.46107,0.3215002,1.498063E-02,-9334.08,
440,8,13,08:04:19,63095.73,1,0,80.00,80.97,78.00,21.52162,0.3345492,0.0155448,-11717.65,
441,8,14,08:04:25,50118.72,1,0,80.00,80.97,78.00,21.56717,0.357242,1.656415E-02,-14720,
442,8,15,08:04:31,39810.72,1,0,80.00,80.97,78.00,21.61658,0.3823708,1.768878E-02,-18488.32,
443,8,16,08:04:37,31622.78,1,0,80.00,80.97,78.00,21.67456,0.4053973,1.870384E-02,-23212.29,
444,8,17,08:04:43,25118.86,1,0,80.00,80.97,78.00,21.72696,0.4338757,1.996946E-02,-29150.64,
445,8,18,08:04:49,19952.62,1,0,80.00,80.97,78.00,21.78853,0.4613082,2.117206E-02,-36592.97,
446,8,19,08:04:55,15848.93,1,0,80.00,80.97,78.00,21.85267,0.4911444,2.247526E-02,-45930.01,
447,8,20,08:05:00,12589.25,1,0,80.00,80.97,78.00,21.9206,0.525032,2.395154E-02,-57639.33,
448,8,21,08:05:06,10000,1,0,80.00,80.97,78.00,21.99484,0.5578526,2.536288E-02,-72313.63,
449,8,22,08:05:12,7943.282,1,0,80.00,80.97,78.00,22.07529,0.5960724,2.700179E-02,-90697.89,
450,8,23,08:05:18,6309.573,1,0,80.00,80.97,78.00,22.15019,0.6351549,2.867491E-02,-113785.2,
451,8,24,08:05:24,5011.873,1,0,80.00,80.97,78.00,22.24252,0.6790981,3.053153E-02,-142636.8,
452,8,25,08:05:30,3981.072,1,0,80.00,80.97,78.00,22.33632,0.7264644,0.0325239,-178792.5,
453,8,26,08:05:36,3162.278,1,0,80.00,80.97,78.00,22.43845,0.7737689,3.448406E-02,-224032.6,
454,8,27,08:05:42,2511.886,1,0,80.00,80.97,78.00,22.55182,0.8245649,3.656311E-02,-280581.1,
455,8,28,08:05:48,1995.262,1,0,80.00,80.97,78.00,22.66997,0.8802969,3.883097E-02,-351329.8,
