pmma-05212015, 21.5.2015, 16:46
Fixed value(s) :  AC Volt  [Vrms]=1.000
 Freq.[Hz]	 Temp.[°C]	 Eps'   	 Eps''  
 1.3895e+05	 1.4000e+02	 2.9880e+00	 3.2091e-01
 1.0000e+05	 1.4000e+02	 3.0574e+00	 2.9390e-01
 7.1969e+04	 1.4000e+02	 3.1182e+00	 2.6448e-01
 5.1795e+04	 1.4000e+02	 3.1701e+00	 2.3477e-01
 3.7276e+04	 1.4000e+02	 3.2137e+00	 2.0627e-01
 2.6827e+04	 1.4000e+02	 3.2499e+00	 1.8028e-01
 1.9307e+04	 1.4000e+02	 3.2798e+00	 1.5760e-01
 1.3895e+04	 1.4000e+02	 3.3044e+00	 1.3880e-01
 1.0000e+04	 1.4000e+02	 3.3245e+00	 1.2432e-01
 7.1969e+03	 1.4000e+02	 3.3413e+00	 1.1444e-01
 5.1795e+03	 1.4000e+02	 3.3552e+00	 1.0971e-01
 3.7276e+03	 1.4000e+02	 3.3668e+00	 1.1070e-01
 2.6827e+03	 1.4000e+02	 3.3769e+00	 1.1852e-01
 1.9307e+03	 1.4000e+02	 3.3856e+00	 1.3480e-01
 1.3895e+03	 1.4000e+02	 3.3935e+00	 1.6163e-01
 1.0000e+03	 1.4000e+02	 3.4006e+00	 2.0251e-01
 7.1969e+02	 1.4000e+02	 3.4074e+00	 2.6189e-01
 5.1795e+02	 1.4000e+02	 3.4138e+00	 3.4658e-01
 3.7276e+02	 1.4000e+02	 3.4200e+00	 4.6605e-01
 2.6827e+02	 1.4000e+02	 3.4262e+00	 6.3290e-01
 1.9307e+02	 1.4000e+02	 3.4325e+00	 8.6599e-01
 1.3895e+02	 1.4000e+02	 3.4394e+00	 1.1904e+00
 1.0000e+02	 1.4000e+02	 3.4476e+00	 1.6406e+00
 7.1969e+01	 1.4000e+02	 3.4580e+00	 2.2652e+00
 5.1795e+01	 1.4000e+02	 3.4729e+00	 3.1340e+00
 3.7276e+01	 1.4000e+02	 3.4931e+00	 4.3349e+00
 2.6827e+01	 1.4000e+02	 3.5343e+00	 6.0105e+00
 1.9307e+01	 1.4000e+02	 3.5958e+00	 8.3294e+00
 1.3895e+01	 1.4000e+02	 3.7081e+00	 1.1548e+01
 1.0000e+01	 1.4000e+02	 3.9158e+00	 1.6008e+01
 7.1969e+00	 1.4000e+02	 4.2899e+00	 2.2165e+01
 5.1795e+00	 1.4000e+02	 4.9495e+00	 3.0599e+01
 3.7276e+00	 1.4000e+02	 6.1232e+00	 4.2230e+01
 2.6827e+00	 1.4000e+02	 8.0434e+00	 5.7987e+01
 1.9307e+00	 1.4000e+02	 1.1653e+01	 7.9154e+01
 1.3895e+00	 1.4000e+02	 1.7310e+01	 1.0827e+02
 1.0000e+00	 1.4000e+02	 2.7886e+01	 1.4541e+02
 7.1969e-01	 1.4000e+02	 4.3842e+01	 1.9498e+02
 5.1795e-01	 1.4000e+02	 6.8849e+01	 2.5839e+02
 3.7276e-01	 1.4000e+02	 1.0511e+02	 3.3497e+02
 2.6827e-01	 1.4000e+02	 1.5542e+02	 4.2701e+02
 1.9307e-01	 1.4000e+02	 2.2011e+02	 5.3677e+02
 1.3895e-01	 1.4000e+02	 2.9820e+02	 6.6769e+02
 1.0000e-01	 1.4000e+02	 3.8748e+02	 8.2668e+02
 7.1969e-02	 1.4000e+02	 4.8544e+02	 1.0237e+03
 5.1795e-02	 1.4000e+02	 5.9059e+02	 1.2779e+03
 3.7276e-02	 1.4000e+02	 7.0276e+02	 1.6156e+03
 2.6827e-02	 1.4000e+02	 8.1973e+02	 2.0652e+03
 1.0000e+07	 1.3500e+02	 2.0972e+00	 7.3219e-02
 7.1969e+06	 1.3500e+02	 2.1247e+00	 1.5758e-01
 5.1795e+06	 1.3500e+02	 2.1443e+00	 1.8329e-01
 3.7276e+06	 1.3500e+02	 2.1822e+00	 2.0431e-01
 2.6827e+06	 1.3500e+02	 2.2210e+00	 2.3332e-01
 1.9307e+06	 1.3500e+02	 2.2710e+00	 2.6127e-01
 1.3895e+06	 1.3500e+02	 2.3318e+00	 2.8507e-01
 1.0000e+06	 1.3500e+02	 2.3943e+00	 3.0977e-01
 7.1969e+05	 1.3500e+02	 2.4671e+00	 3.3756e-01
 5.1795e+05	 1.3500e+02	 2.5459e+00	 3.5235e-01
 3.7276e+05	 1.3500e+02	 2.6296e+00	 3.6148e-01
 2.6827e+05	 1.3500e+02	 2.7155e+00	 3.6370e-01
 1.9307e+05	 1.3500e+02	 2.8015e+00	 3.5847e-01
 1.3895e+05	 1.3500e+02	 2.8850e+00	 3.4618e-01
 1.0000e+05	 1.3500e+02	 2.9635e+00	 3.2759e-01
 7.1969e+04	 1.3500e+02	 3.0355e+00	 3.0427e-01
 5.1795e+04	 1.3500e+02	 3.0997e+00	 2.7787e-01
 3.7276e+04	 1.3500e+02	 3.1560e+00	 2.5010e-01
 2.6827e+04	 1.3500e+02	 3.2043e+00	 2.2273e-01
 1.9307e+04	 1.3500e+02	 3.2452e+00	 1.9701e-01
 1.3895e+04	 1.3500e+02	 3.2796e+00	 1.7392e-01
 1.0000e+04	 1.3500e+02	 3.3083e+00	 1.5406e-01
 7.1969e+03	 1.3500e+02	 3.3326e+00	 1.3793e-01
 5.1795e+03	 1.3500e+02	 3.3529e+00	 1.2591e-01
 3.7276e+03	 1.3500e+02	 3.3699e+00	 1.1842e-01
 2.6827e+03	 1.3500e+02	 3.3846e+00	 1.1605e-01
 1.9307e+03	 1.3500e+02	 3.3971e+00	 1.1972e-01
 1.3895e+03	 1.3500e+02	 3.4080e+00	 1.3072e-01
 1.0000e+03	 1.3500e+02	 3.4176e+00	 1.5090e-01
 7.1969e+02	 1.3500e+02	 3.4263e+00	 1.8308e-01
 5.1795e+02	 1.3500e+02	 3.4342e+00	 2.3104e-01
 3.7276e+02	 1.3500e+02	 3.4415e+00	 3.0031e-01
 2.6827e+02	 1.3500e+02	 3.4486e+00	 3.9864e-01
 1.9307e+02	 1.3500e+02	 3.4555e+00	 5.3679e-01
 1.3895e+02	 1.3500e+02	 3.4621e+00	 7.3044e-01
 1.0000e+02	 1.3500e+02	 3.4692e+00	 9.9996e-01
 7.1969e+01	 1.3500e+02	 3.4770e+00	 1.3755e+00
 5.1795e+01	 1.3500e+02	 3.4863e+00	 1.8965e+00
 3.7276e+01	 1.3500e+02	 3.4989e+00	 2.6214e+00
 2.6827e+01	 1.3500e+02	 3.5150e+00	 3.6283e+00
 1.9307e+01	 1.3500e+02	 3.5440e+00	 5.0251e+00
 1.3895e+01	 1.3500e+02	 3.5937e+00	 6.9682e+00
 1.0000e+01	 1.3500e+02	 3.6810e+00	 9.6554e+00
 7.1969e+00	 1.3500e+02	 3.8376e+00	 1.3377e+01
 5.1795e+00	 1.3500e+02	 4.1105e+00	 1.8509e+01
 3.7276e+00	 1.3500e+02	 4.5899e+00	 2.5567e+01
 2.6827e+00	 1.3500e+02	 5.4538e+00	 3.5276e+01
 1.9307e+00	 1.3500e+02	 7.0624e+00	 4.8495e+01
 1.3895e+00	 1.3500e+02	 9.9297e+00	 6.6562e+01
 1.0000e+00	 1.3500e+02	 1.3853e+01	 9.1231e+01
 7.1969e-01	 1.3500e+02	 2.1761e+01	 1.2366e+02
 5.1795e-01	 1.3500e+02	 3.4761e+01	 1.6560e+02
 3.7276e-01	 1.3500e+02	 5.4098e+01	 2.2000e+02
 2.6827e-01	 1.3500e+02	 8.4525e+01	 2.8690e+02
 1.9307e-01	 1.3500e+02	 1.2739e+02	 3.6847e+02
 1.3895e-01	 1.3500e+02	 1.8409e+02	 4.6541e+02
 1.0000e-01	 1.3500e+02	 2.5408e+02	 5.8007e+02
 7.1969e-02	 1.3500e+02	 3.3612e+02	 7.1740e+02
 5.1795e-02	 1.3500e+02	 4.2800e+02	 8.8598e+02
 3.7276e-02	 1.3500e+02	 5.2848e+02	 1.1014e+03
 2.6827e-02	 1.3500e+02	 6.3610e+02	 1.3811e+03
 1.0000e+07	 1.3000e+02	 2.0628e+00	 4.9737e-02
 7.1969e+06	 1.3000e+02	 2.0876e+00	 1.3221e-01
 5.1795e+06	 1.3000e+02	 2.1022e+00	 1.5566e-01
 3.7276e+06	 1.3000e+02	 2.1339e+00	 1.7445e-01
 2.6827e+06	 1.3000e+02	 2.1657e+00	 2.0134e-01
 1.9307e+06	 1.3000e+02	 2.2078e+00	 2.2767e-01
 1.3895e+06	 1.3000e+02	 2.2597e+00	 2.5060e-01
 1.0000e+06	 1.3000e+02	 2.3128e+00	 2.7594e-01
 7.1969e+05	 1.3000e+02	 2.3762e+00	 3.0581e-01
 5.1795e+05	 1.3000e+02	 2.4458e+00	 3.2494e-01
 3.7276e+05	 1.3000e+02	 2.5215e+00	 3.4058e-01
 2.6827e+05	 1.3000e+02	 2.6016e+00	 3.5132e-01
 1.9307e+05	 1.3000e+02	 2.6846e+00	 3.5607e-01
 1.3895e+05	 1.3000e+02	 2.7684e+00	 3.5441e-01
 1.0000e+05	 1.3000e+02	 2.8509e+00	 3.4612e-01
 7.1969e+04	 1.3000e+02	 2.9299e+00	 3.3179e-01
 5.1795e+04	 1.3000e+02	 3.0038e+00	 3.1237e-01
 3.7276e+04	 1.3000e+02	 3.0709e+00	 2.8932e-01
 2.6827e+04	 1.3000e+02	 3.1309e+00	 2.6427e-01
 1.9307e+04	 1.3000e+02	 3.1836e+00	 2.3867e-01
 1.3895e+04	 1.3000e+02	 3.2291e+00	 2.1390e-01
 1.0000e+04	 1.3000e+02	 3.2681e+00	 1.9096e-01
 7.1969e+03	 1.3000e+02	 3.3016e+00	 1.7058e-01
 5.1795e+03	 1.3000e+02	 3.3302e+00	 1.5329e-01
 3.7276e+03	 1.3000e+02	 3.3545e+00	 1.3955e-01
 2.6827e+03	 1.3000e+02	 3.3755e+00	 1.2966e-01
 1.9307e+03	 1.3000e+02	 3.3936e+00	 1.2423e-01
 1.3895e+03	 1.3000e+02	 3.4094e+00	 1.2398e-01
 1.0000e+03	 1.3000e+02	 3.4230e+00	 1.2993e-01
 7.1969e+02	 1.3000e+02	 3.4351e+00	 1.4369e-01
 5.1795e+02	 1.3000e+02	 3.4458e+00	 1.6744e-01
 3.7276e+02	 1.3000e+02	 3.4555e+00	 2.0432e-01
 2.6827e+02	 1.3000e+02	 3.4646e+00	 2.5871e-01
 1.9307e+02	 1.3000e+02	 3.4730e+00	 3.3692e-01
 1.3895e+02	 1.3000e+02	 3.4808e+00	 4.4759e-01
 1.0000e+02	 1.3000e+02	 3.4884e+00	 6.0343e-01
 7.1969e+01	 1.3000e+02	 3.4960e+00	 8.2115e-01
 5.1795e+01	 1.3000e+02	 3.5038e+00	 1.1252e+00
 3.7276e+01	 1.3000e+02	 3.5125e+00	 1.5486e+00
 2.6827e+01	 1.3000e+02	 3.5235e+00	 2.1373e+00
 1.9307e+01	 1.3000e+02	 3.5378e+00	 2.9544e+00
 1.3895e+01	 1.3000e+02	 3.5586e+00	 4.0892e+00
 1.0000e+01	 1.3000e+02	 3.5993e+00	 5.6735e+00
 7.1969e+00	 1.3000e+02	 3.6574e+00	 7.8592e+00
 5.1795e+00	 1.3000e+02	 3.7719e+00	 1.0885e+01
 3.7276e+00	 1.3000e+02	 3.9640e+00	 1.5082e+01
 2.6827e+00	 1.3000e+02	 4.3214e+00	 2.0881e+01
 1.9307e+00	 1.3000e+02	 5.0052e+00	 2.8724e+01
 1.3895e+00	 1.3000e+02	 6.0453e+00	 3.9702e+01
 1.0000e+00	 1.3000e+02	 7.9010e+00	 5.4310e+01
 7.1969e-01	 1.3000e+02	 1.1168e+01	 7.4520e+01
 5.1795e-01	 1.3000e+02	 1.6974e+01	 1.0179e+02
 3.7276e-01	 1.3000e+02	 2.6588e+01	 1.3676e+02
 2.6827e-01	 1.3000e+02	 4.1994e+01	 1.8310e+02
 1.9307e-01	 1.3000e+02	 6.4974e+01	 2.4050e+02
 1.3895e-01	 1.3000e+02	 9.9890e+01	 3.1135e+02
 1.0000e-01	 1.3000e+02	 1.4729e+02	 3.9623e+02
 7.1969e-02	 1.3000e+02	 2.0817e+02	 4.9666e+02
 5.1795e-02	 1.3000e+02	 2.8138e+02	 6.1534e+02
 3.7276e-02	 1.3000e+02	 3.6536e+02	 7.5902e+02
 2.6827e-02	 1.3000e+02	 4.5799e+02	 9.3844e+02
 1.0000e+07	 1.2500e+02	 2.0346e+00	 3.0945e-02
 7.1969e+06	 1.2500e+02	 2.0551e+00	 1.1036e-01
 5.1795e+06	 1.2500e+02	 2.0657e+00	 1.3155e-01
 3.7276e+06	 1.2500e+02	 2.0923e+00	 1.4766e-01
 2.6827e+06	 1.2500e+02	 2.1182e+00	 1.7206e-01
 1.9307e+06	 1.2500e+02	 2.1534e+00	 1.9611e-01
 1.3895e+06	 1.2500e+02	 2.1976e+00	 2.1732e-01
 1.0000e+06	 1.2500e+02	 2.2419e+00	 2.4137e-01
 7.1969e+05	 1.2500e+02	 2.2963e+00	 2.7105e-01
 5.1795e+05	 1.2500e+02	 2.3563e+00	 2.9179e-01
 3.7276e+05	 1.2500e+02	 2.4228e+00	 3.1089e-01
 2.6827e+05	 1.2500e+02	 2.4946e+00	 3.2701e-01
 1.9307e+05	 1.2500e+02	 2.5709e+00	 3.3901e-01
 1.3895e+05	 1.2500e+02	 2.6504e+00	 3.4607e-01
 1.0000e+05	 1.2500e+02	 2.7315e+00	 3.4749e-01
 7.1969e+04	 1.2500e+02	 2.8123e+00	 3.4297e-01
 5.1795e+04	 1.2500e+02	 2.8910e+00	 3.3267e-01
 3.7276e+04	 1.2500e+02	 2.9656e+00	 3.1727e-01
 2.6827e+04	 1.2500e+02	 3.0349e+00	 2.9791e-01
 1.9307e+04	 1.2500e+02	 3.0980e+00	 2.7591e-01
 1.3895e+04	 1.2500e+02	 3.1544e+00	 2.5271e-01
 1.0000e+04	 1.2500e+02	 3.2042e+00	 2.2956e-01
 7.1969e+03	 1.2500e+02	 3.2479e+00	 2.0747e-01
 5.1795e+03	 1.2500e+02	 3.2859e+00	 1.8722e-01
 3.7276e+03	 1.2500e+02	 3.3189e+00	 1.6948e-01
 2.6827e+03	 1.2500e+02	 3.3477e+00	 1.5456e-01
 1.9307e+03	 1.2500e+02	 3.3729e+00	 1.4295e-01
 1.3895e+03	 1.2500e+02	 3.3950e+00	 1.3505e-01
 1.0000e+03	 1.2500e+02	 3.4143e+00	 1.3148e-01
 7.1969e+02	 1.2500e+02	 3.4314e+00	 1.3309e-01
 5.1795e+02	 1.2500e+02	 3.4465e+00	 1.4110e-01
 3.7276e+02	 1.2500e+02	 3.4600e+00	 1.5726e-01
 2.6827e+02	 1.2500e+02	 3.4722e+00	 1.8414e-01
 1.9307e+02	 1.2500e+02	 3.4834e+00	 2.2514e-01
 1.3895e+02	 1.2500e+02	 3.4937e+00	 2.8523e-01
 1.0000e+02	 1.2500e+02	 3.5031e+00	 3.7159e-01
 7.1969e+01	 1.2500e+02	 3.5121e+00	 4.9348e-01
 5.1795e+01	 1.2500e+02	 3.5207e+00	 6.6469e-01
 3.7276e+01	 1.2500e+02	 3.5292e+00	 9.0428e-01
 2.6827e+01	 1.2500e+02	 3.5380e+00	 1.2392e+00
 1.9307e+01	 1.2500e+02	 3.5479e+00	 1.7054e+00
 1.3895e+01	 1.2500e+02	 3.5602e+00	 2.3523e+00
 1.0000e+01	 1.2500e+02	 3.5781e+00	 3.2524e+00
 7.1969e+00	 1.2500e+02	 3.6032e+00	 4.4993e+00
 5.1795e+00	 1.2500e+02	 3.6501e+00	 6.2372e+00
 3.7276e+00	 1.2500e+02	 3.7278e+00	 8.6414e+00
 2.6827e+00	 1.2500e+02	 3.8584e+00	 1.1962e+01
 1.9307e+00	 1.2500e+02	 4.1194e+00	 1.6540e+01
 1.3895e+00	 1.2500e+02	 4.5713e+00	 2.2880e+01
 1.0000e+00	 1.2500e+02	 5.2276e+00	 3.1565e+01
 7.1969e-01	 1.2500e+02	 6.5992e+00	 4.3490e+01
 5.1795e-01	 1.2500e+02	 9.0665e+00	 5.9529e+01
 3.7276e-01	 1.2500e+02	 1.2857e+01	 8.1321e+01
 2.6827e-01	 1.2500e+02	 1.9704e+01	 1.0982e+02
 1.9307e-01	 1.2500e+02	 3.1149e+01	 1.4782e+02
 1.3895e-01	 1.2500e+02	 4.8724e+01	 1.9622e+02
 1.0000e-01	 1.2500e+02	 7.5388e+01	 2.5661e+02
 7.1969e-02	 1.2500e+02	 1.1310e+02	 3.2947e+02
 5.1795e-02	 1.2500e+02	 1.6339e+02	 4.1608e+02
 3.7276e-02	 1.2500e+02	 2.2623e+02	 5.1857e+02
 2.6827e-02	 1.2500e+02	 3.0062e+02	 6.4103e+02
 1.0000e+07	 1.2000e+02	 2.0089e+00	 1.4895e-02
 7.1969e+06	 1.2000e+02	 2.0268e+00	 9.1028e-02
 5.1795e+06	 1.2000e+02	 2.0339e+00	 1.1009e-01
 3.7276e+06	 1.2000e+02	 2.0560e+00	 1.2386e-01
 2.6827e+06	 1.2000e+02	 2.0769e+00	 1.4582e-01
 1.9307e+06	 1.2000e+02	 2.1068e+00	 1.6620e-01
 1.3895e+06	 1.2000e+02	 2.1435e+00	 1.8599e-01
 1.0000e+06	 1.2000e+02	 2.1803e+00	 2.0795e-01
 7.1969e+05	 1.2000e+02	 2.2263e+00	 2.3606e-01
 5.1795e+05	 1.2000e+02	 2.2772e+00	 2.5635e-01
 3.7276e+05	 1.2000e+02	 2.3340e+00	 2.7622e-01
 2.6827e+05	 1.2000e+02	 2.3963e+00	 2.9482e-01
 1.9307e+05	 1.2000e+02	 2.4638e+00	 3.1108e-01
 1.3895e+05	 1.2000e+02	 2.5357e+00	 3.2416e-01
 1.0000e+05	 1.2000e+02	 2.6110e+00	 3.3316e-01
 7.1969e+04	 1.2000e+02	 2.6886e+00	 3.3740e-01
 5.1795e+04	 1.2000e+02	 2.7668e+00	 3.3638e-01
 3.7276e+04	 1.2000e+02	 2.8439e+00	 3.2998e-01
 2.6827e+04	 1.2000e+02	 2.9186e+00	 3.1864e-01
 1.9307e+04	 1.2000e+02	 2.9889e+00	 3.0316e-01
 1.3895e+04	 1.2000e+02	 3.0542e+00	 2.8466e-01
 1.0000e+04	 1.2000e+02	 3.1136e+00	 2.6437e-01
 7.1969e+03	 1.2000e+02	 3.1672e+00	 2.4342e-01
 5.1795e+03	 1.2000e+02	 3.2148e+00	 2.2287e-01
 3.7276e+03	 1.2000e+02	 3.2573e+00	 2.0350e-01
 2.6827e+03	 1.2000e+02	 3.2949e+00	 1.8587e-01
 1.9307e+03	 1.2000e+02	 3.3283e+00	 1.7048e-01
 1.3895e+03	 1.2000e+02	 3.3579e+00	 1.5774e-01
 1.0000e+03	 1.2000e+02	 3.3842e+00	 1.4801e-01
 7.1969e+02	 1.2000e+02	 3.4077e+00	 1.4173e-01
 5.1795e+02	 1.2000e+02	 3.4287e+00	 1.3968e-01
 3.7276e+02	 1.2000e+02	 3.4475e+00	 1.4274e-01
 2.6827e+02	 1.2000e+02	 3.4645e+00	 1.5225e-01
 1.9307e+02	 1.2000e+02	 3.4799e+00	 1.7016e-01
 1.3895e+02	 1.2000e+02	 3.4939e+00	 1.9915e-01
 1.0000e+02	 1.2000e+02	 3.5067e+00	 2.4299e-01
 7.1969e+01	 1.2000e+02	 3.5186e+00	 3.0685e-01
 5.1795e+01	 1.2000e+02	 3.5296e+00	 3.9834e-01
 3.7276e+01	 1.2000e+02	 3.5401e+00	 5.2808e-01
 2.6827e+01	 1.2000e+02	 3.5500e+00	 7.1032e-01
 1.9307e+01	 1.2000e+02	 3.5596e+00	 9.6498e-01
 1.3895e+01	 1.2000e+02	 3.5697e+00	 1.3198e+00
 1.0000e+01	 1.2000e+02	 3.5809e+00	 1.8148e+00
 7.1969e+00	 1.2000e+02	 3.5952e+00	 2.5041e+00
 5.1795e+00	 1.2000e+02	 3.6127e+00	 3.4589e+00
 3.7276e+00	 1.2000e+02	 3.6432e+00	 4.7851e+00
 2.6827e+00	 1.2000e+02	 3.7011e+00	 6.6296e+00
 1.9307e+00	 1.2000e+02	 3.7918e+00	 9.1813e+00
 1.3895e+00	 1.2000e+02	 3.9490e+00	 1.2701e+01
 1.0000e+00	 1.2000e+02	 4.2000e+00	 1.7548e+01
 7.1969e-01	 1.2000e+02	 4.7029e+00	 2.4237e+01
 5.1795e-01	 1.2000e+02	 5.6112e+00	 3.3431e+01
 3.7276e-01	 1.2000e+02	 7.0529e+00	 4.5869e+01
 2.6827e-01	 1.2000e+02	 9.8902e+00	 6.2672e+01
 1.9307e-01	 1.2000e+02	 1.4474e+01	 8.5527e+01
 1.3895e-01	 1.2000e+02	 2.1939e+01	 1.1558e+02
 1.0000e-01	 1.2000e+02	 3.3969e+01	 1.5413e+02
 7.1969e-02	 1.2000e+02	 5.3208e+01	 2.0360e+02
 5.1795e-02	 1.2000e+02	 8.1836e+01	 2.6451e+02
 3.7276e-02	 1.2000e+02	 1.2125e+02	 3.3782e+02
 2.6827e-02	 1.2000e+02	 1.7318e+02	 4.2555e+02
 1.0000e+07	 1.1500e+02	 1.9858e+00	 5.1120e-04
 7.1969e+06	 1.1500e+02	 2.0017e+00	 7.3954e-02
 5.1795e+06	 1.1500e+02	 2.0057e+00	 9.1338e-02
 3.7276e+06	 1.1500e+02	 2.0241e+00	 1.0291e-01
 2.6827e+06	 1.1500e+02	 2.0407e+00	 1.2248e-01
 1.9307e+06	 1.1500e+02	 2.0656e+00	 1.4032e-01
 1.3895e+06	 1.1500e+02	 2.0967e+00	 1.5761e-01
 1.0000e+06	 1.1500e+02	 2.1268e+00	 1.7716e-01
 7.1969e+05	 1.1500e+02	 2.1656e+00	 2.0287e-01
 5.1795e+05	 1.1500e+02	 2.2084e+00	 2.2156e-01
 3.7276e+05	 1.1500e+02	 2.2564e+00	 2.4064e-01
 2.6827e+05	 1.1500e+02	 2.3095e+00	 2.5950e-01
 1.9307e+05	 1.1500e+02	 2.3677e+00	 2.7739e-01
 1.3895e+05	 1.1500e+02	 2.4309e+00	 2.9362e-01
 1.0000e+05	 1.1500e+02	 2.4980e+00	 3.0732e-01
 7.1969e+04	 1.1500e+02	 2.5689e+00	 3.1778e-01
 5.1795e+04	 1.1500e+02	 2.6424e+00	 3.2418e-01
 3.7276e+04	 1.1500e+02	 2.7173e+00	 3.2602e-01
 2.6827e+04	 1.1500e+02	 2.7921e+00	 3.2308e-01
 1.9307e+04	 1.1500e+02	 2.8653e+00	 3.1548e-01
 1.3895e+04	 1.1500e+02	 2.9356e+00	 3.0384e-01
 1.0000e+04	 1.1500e+02	 3.0016e+00	 2.8894e-01
 7.1969e+03	 1.1500e+02	 3.0630e+00	 2.7185e-01
 5.1795e+03	 1.1500e+02	 3.1190e+00	 2.5369e-01
 3.7276e+03	 1.1500e+02	 3.1700e+00	 2.3519e-01
 2.6827e+03	 1.1500e+02	 3.2160e+00	 2.1732e-01
 1.9307e+03	 1.1500e+02	 3.2576e+00	 2.0060e-01
 1.3895e+03	 1.1500e+02	 3.2951e+00	 1.8548e-01
 1.0000e+03	 1.1500e+02	 3.3290e+00	 1.7238e-01
 7.1969e+02	 1.1500e+02	 3.3596e+00	 1.6160e-01
 5.1795e+02	 1.1500e+02	 3.3873e+00	 1.5360e-01
 3.7276e+02	 1.1500e+02	 3.4124e+00	 1.4883e-01
 2.6827e+02	 1.1500e+02	 3.4352e+00	 1.4802e-01
 1.9307e+02	 1.1500e+02	 3.4561e+00	 1.5210e-01
 1.3895e+02	 1.1500e+02	 3.4752e+00	 1.6256e-01
 1.0000e+02	 1.1500e+02	 3.4927e+00	 1.8136e-01
 7.1969e+01	 1.1500e+02	 3.5087e+00	 2.1131e-01
 5.1795e+01	 1.1500e+02	 3.5237e+00	 2.5625e-01
 3.7276e+01	 1.1500e+02	 3.5375e+00	 3.2176e-01
 2.6827e+01	 1.1500e+02	 3.5504e+00	 4.1538e-01
 1.9307e+01	 1.1500e+02	 3.5625e+00	 5.4800e-01
 1.3895e+01	 1.1500e+02	 3.5740e+00	 7.3403e-01
 1.0000e+01	 1.1500e+02	 3.5853e+00	 9.9487e-01
 7.1969e+00	 1.1500e+02	 3.5969e+00	 1.3585e+00
 5.1795e+00	 1.1500e+02	 3.6097e+00	 1.8651e+00
 3.7276e+00	 1.1500e+02	 3.6254e+00	 2.5681e+00
 2.6827e+00	 1.1500e+02	 3.6454e+00	 3.5457e+00
 1.9307e+00	 1.1500e+02	 3.6793e+00	 4.9066e+00
 1.3895e+00	 1.1500e+02	 3.7375e+00	 6.7983e+00
 1.0000e+00	 1.1500e+02	 3.8356e+00	 9.4057e+00
 7.1969e-01	 1.1500e+02	 4.0056e+00	 1.2976e+01
 5.1795e-01	 1.1500e+02	 4.2972e+00	 1.7950e+01
 3.7276e-01	 1.1500e+02	 4.8542e+00	 2.4742e+01
 2.6827e-01	 1.1500e+02	 5.7846e+00	 3.4046e+01
 1.9307e-01	 1.1500e+02	 7.4249e+00	 4.6629e+01
 1.3895e-01	 1.1500e+02	 1.0280e+01	 6.3680e+01
 1.0000e-01	 1.1500e+02	 1.5198e+01	 8.6546e+01
 7.1969e-02	 1.1500e+02	 2.3213e+01	 1.1670e+02
 5.1795e-02	 1.1500e+02	 3.5964e+01	 1.5552e+02
 3.7276e-02	 1.1500e+02	 5.5681e+01	 2.0422e+02
 2.6827e-02	 1.1500e+02	 8.4697e+01	 2.6476e+02
 1.0000e+07	 1.1000e+02	 1.9663e+00	-1.3077e-02
 7.1969e+06	 1.1000e+02	 1.9801e+00	 5.9718e-02
 5.1795e+06	 1.1000e+02	 1.9816e+00	 7.5332e-02
 3.7276e+06	 1.1000e+02	 1.9967e+00	 8.5117e-02
 2.6827e+06	 1.1000e+02	 2.0098e+00	 1.0261e-01
 1.9307e+06	 1.1000e+02	 2.0305e+00	 1.1806e-01
 1.3895e+06	 1.1000e+02	 2.0567e+00	 1.3281e-01
 1.0000e+06	 1.1000e+02	 2.0814e+00	 1.4982e-01
 7.1969e+05	 1.1000e+02	 2.1140e+00	 1.7294e-01
 5.1795e+05	 1.1000e+02	 2.1496e+00	 1.8937e-01
 3.7276e+05	 1.1000e+02	 2.1899e+00	 2.0667e-01
 2.6827e+05	 1.1000e+02	 2.2346e+00	 2.2436e-01
 1.9307e+05	 1.1000e+02	 2.2843e+00	 2.4194e-01
 1.3895e+05	 1.1000e+02	 2.3379e+00	 2.5896e-01
 1.0000e+05	 1.1000e+02	 2.3960e+00	 2.7477e-01
 7.1969e+04	 1.1000e+02	 2.4583e+00	 2.8873e-01
 5.1795e+04	 1.1000e+02	 2.5243e+00	 3.0006e-01
 3.7276e+04	 1.1000e+02	 2.5933e+00	 3.0813e-01
 2.6827e+04	 1.1000e+02	 2.6641e+00	 3.1226e-01
 1.9307e+04	 1.1000e+02	 2.7356e+00	 3.1222e-01
 1.3895e+04	 1.1000e+02	 2.8065e+00	 3.0795e-01
 1.0000e+04	 1.1000e+02	 2.8753e+00	 2.9983e-01
 7.1969e+03	 1.1000e+02	 2.9411e+00	 2.8847e-01
 5.1795e+03	 1.1000e+02	 3.0029e+00	 2.7473e-01
 3.7276e+03	 1.1000e+02	 3.0606e+00	 2.5941e-01
 2.6827e+03	 1.1000e+02	 3.1138e+00	 2.4340e-01
 1.9307e+03	 1.1000e+02	 3.1626e+00	 2.2743e-01
 1.3895e+03	 1.1000e+02	 3.2073e+00	 2.1213e-01
 1.0000e+03	 1.1000e+02	 3.2481e+00	 1.9792e-01
 7.1969e+02	 1.1000e+02	 3.2856e+00	 1.8523e-01
 5.1795e+02	 1.1000e+02	 3.3199e+00	 1.7430e-01
 3.7276e+02	 1.1000e+02	 3.3514e+00	 1.6545e-01
 2.6827e+02	 1.1000e+02	 3.3806e+00	 1.5902e-01
