443 0.832944 1 1 -7.45511 0.984369
433 1.04065 0.852023 1 -7.08847 0.996226
428 1.18133 0.779992 1 -6.95752 0.996028
423 2.26886 0.652698 1 -7.33281 0.993409
418 1.80753 0.607781 1 -6.96035 0.987014
413 1.62815 0.603642 1 -6.60589 0.990511
408 1.71796 0.54908 1 -6.44518 0.986357
408 10 1 1 -0.337795 0.915966
403 1.68813 0.533329 1 -6.15729 0.987755
403 10 1 1 -0.0500231 0.937713
398 1.83105 0.477083 1 -6.01249 0.985077
398 10 1 1 0.315298 0.958031
393 1.90468 0.439906 1 -5.78724 0.982774
393 10 1 1 0.631855 0.987713
388 1.92236 0.411086 1 -5.48887 0.976768
388 10 1 0.942186 1.10198 0.990091
383 1.91543 0.392846 1 -5.16019 0.967348
383 0.116302 0.765089 1 -0.586827 0.980557
378 1.96953 0.356992 1 -4.85088 0.944625
378 10 1 0.77658 2.2352 0.967474
373 2.01909 0.323674 1 -4.51973 0.908969
363 1.74499 0.348304 1 -4.03096 0.904004
358 1.53092 0.378277 1 -3.95653 0.964859
353 1.37272 0.404189 0.923666 -3.76727 0.992272
348 1.27428 0.411077 0.878557 -3.5531 0.992597
343 1.21405 0.387603 0.948444 -3.47389 0.985671
338 1.12114 0.457803 0.664555 -2.94579 0.996047
333 1.10083 0.379716 0.933259 -3.13644 0.977935
328 1.04565 0.453701 0.632648 -2.53093 0.994935
323 1.00689 0.480397 0.569142 -2.25849 0.997448
318 0.980606 0.485758 0.538753 -2.01189 0.997618
313 0.969962 0.473207 0.541448 -1.78763 0.996549
308 0.949392 0.488464 0.498246 -1.50997 0.996546
303 0.938582 0.449623 0.579845 -1.42444 0.999817
303 1.00847 0.344998 1 -1.87534 0.998297
298 0.917809 0.497406 0.455494 -0.991996 0.996109
278 0.810796 0.579221 0.340777 0.012948 0.995136
