Exported SMaRT Impedance Data
Experiment start time : 9/14/2016 10:43:04 AM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,Relative Permittivity Magnitude 
1,1,1,00:00:12,10000000,1,0,-,-,-,-1.146943,1.470679,-1.282259,1.86504,
2,1,2,00:00:22,7196857,1,0,-,-,-,-0.1720215,1.248705,-7.259006,1.260498,
3,1,3,00:00:32,5179475,1,0,-,-,-,-2.448663,3.776884,-1.542427,4.5012,
4,1,4,00:00:38,3727594,1,0,-,-,-,4.291968,14.09181,3.283298,14.73093,
5,1,5,00:00:44,2682696,1,0,-,-,-,6.633076,0.6228407,9.389922E-02,6.662254,
6,1,6,00:00:50,1930698,1,0,-,-,-,4.701284,9.783989E-03,2.081131E-03,4.701294,
7,1,7,00:00:56,1389496,1,0,-,-,-,4.069284,-2.562273E-02,-6.296617E-03,4.069365,
8,1,8,00:01:02,1000000,1,0,-,-,-,3.811613,-1.823586E-02,-4.784288E-03,3.811657,
9,1,9,00:01:07,719685.7,1,0,-,-,-,3.694966,-8.702751E-03,-2.355299E-03,3.694977,
10,1,10,00:01:15,517947.4,1,0,-,-,-,3.640709,-7.810496E-04,-2.145323E-04,3.640709,
11,1,11,00:01:21,372759.4,1,0,-,-,-,3.682855,0.0215591,5.853908E-03,3.682919,
12,1,12,00:01:27,268269.6,1,0,-,-,-,3.637686,0.014463,3.975879E-03,3.637715,
13,1,13,00:01:33,193069.8,1,0,-,-,-,3.617155,1.216927E-02,3.36432E-03,3.617176,
14,1,14,00:01:39,138949.5,1,0,-,-,-,3.608241,1.174841E-02,3.255995E-03,3.60826,
15,1,15,00:01:44,100000,1,0,-,-,-,3.605122,0.0123839,3.435085E-03,3.605144,
16,2,1,00:01:53,100000,1,0,-,-,-,3.605084,0.0122761,3.405219E-03,3.605105,
17,2,2,00:02:02,71968.57,1,0,-,-,-,3.605211,1.125192E-02,3.121016E-03,3.605229,
18,2,3,00:02:10,51794.75,1,0,-,-,-,3.606364,9.839142E-03,2.728272E-03,3.606377,
19,2,4,00:02:16,37275.94,1,0,-,-,-,3.614503,0.0108904,3.012973E-03,3.614519,
20,2,5,00:02:22,26826.96,1,0,-,-,-,3.61176,0.0098008,2.71358E-03,3.611773,
21,2,6,00:02:28,19306.98,1,0,-,-,-,3.611892,8.829549E-03,2.444578E-03,3.611902,
22,2,7,00:02:34,13894.96,1,0,-,-,-,3.612428,8.796984E-03,0.0024352,3.612439,
23,2,8,00:02:40,10000,1,0,-,-,-,3.613663,8.971652E-03,2.482703E-03,3.613675,
24,2,9,00:02:46,7196.857,1,0,-,-,-,3.614974,8.991867E-03,2.487395E-03,3.614985,
25,2,10,00:02:51,5179.475,1,0,-,-,-,3.617387,9.255927E-03,2.558733E-03,3.617399,
26,2,11,00:02:58,3727.594,1,0,-,-,-,3.619857,9.495866E-03,2.623271E-03,3.619869,
27,2,12,00:03:04,2682.696,1,0,-,-,-,3.621204,9.420015E-03,2.601349E-03,3.621216,
28,2,13,00:03:09,1930.698,1,0,-,-,-,3.623366,9.612006E-03,2.652784E-03,3.623379,
29,2,14,00:03:15,1389.495,1,0,-,-,-,3.625385,9.913987E-03,2.734603E-03,3.625398,
30,2,15,00:03:21,1000,1,0,-,-,-,3.627253,1.043492E-02,2.87681E-03,3.627268,
31,2,16,00:03:27,719.6857,1,0,-,-,-,3.629071,1.025673E-02,2.82627E-03,3.629085,
32,2,17,00:03:33,517.9474,1,0,-,-,-,3.63151,1.056723E-02,2.909874E-03,3.631525,
33,2,18,00:03:39,372.7594,1,0,-,-,-,3.633663,1.082518E-02,2.979137E-03,3.633679,
34,2,19,00:03:47,268.2696,1,0,-,-,-,3.635964,1.105543E-02,3.040578E-03,3.635981,
35,2,20,00:03:53,193.0698,1,0,-,-,-,3.638403,1.164595E-02,3.200841E-03,3.638422,
36,2,21,00:03:59,138.9496,1,0,-,-,-,3.64103,0.0118482,3.254078E-03,3.64105,
37,2,22,00:04:04,100,1,0,-,-,-,3.643451,1.195761E-02,3.281948E-03,3.64347,
38,2,23,00:04:10,71.96857,1,0,-,-,-,3.646099,0.0123121,3.376787E-03,3.64612,
39,2,24,00:04:16,51.79475,1,0,-,-,-,3.648515,1.233601E-02,3.381105E-03,3.648536,
40,2,25,00:04:22,37.27594,1,0,-,-,-,3.651607,0.0114486,3.135223E-03,3.651625,
41,2,26,00:04:28,26.82696,1,0,-,-,-,3.654338,1.231957E-02,3.371217E-03,3.654358,
42,2,27,00:04:34,19.30698,1,0,-,-,-,3.6567,0.0106406,2.909892E-03,3.656716,
43,2,28,00:04:40,13.89495,1,0,-,-,-,3.659264,1.221146E-02,3.337135E-03,3.659285,
44,2,29,00:04:46,10,1,0,-,-,-,3.663535,1.333243E-02,3.639226E-03,3.66356,
45,2,30,00:04:52,7.196856,1,0,-,-,-,3.652218,2.751882E-02,7.534825E-03,3.652322,
46,2,31,00:04:58,5.179475,1,0,-,-,-,3.666488,9.457987E-03,2.579577E-03,3.6665,
47,2,32,00:05:06,3.727594,1,0,-,-,-,3.672535,1.101056E-02,2.998082E-03,3.672552,
48,2,33,00:05:14,2.682696,1,0,-,-,-,3.676535,9.186071E-03,2.498567E-03,3.676547,
