403 2.85886 1 1 -1.39953 0.956526
403 1.4231 1 0.681599 -6.39359 0.992678
398 2.07487 1 1 -1.43488 0.943313
398 1.53285 1 0.586624 -6.17798 0.994733
393 2.04804 1 1 -1.29941 0.936822
393 1.66514 1 0.490789 -5.90896 0.998633
388 1.97728 1 1 -1.15652 0.935594
388 1.81462 1 0.409345 -5.63532 0.998827
383 2.1266 1 1 -0.923207 0.933936
383 1.84365 0.961792 0.427792 -5.4404 0.999252
378 2.20562 1 1 -0.724454 0.929214
378 1.84647 0.893365 0.495085 -5.29022 0.999591
373 2.40211 1 1 -0.510587 0.941297
373 1.9024 0.844076 0.508754 -5.07402 0.99986
368 2.69662 1 1 -0.262613 0.944565
368 1.92063 0.787114 0.565944 -4.88598 0.999797
363 3.15337 1 1 0.0218301 0.944371
363 1.97033 0.737337 0.591777 -4.64898 0.999943
358 3.40069 1 1 0.275443 0.954796
358 2.02183 0.682502 0.627174 -4.40342 0.999919
353 2.07756 0.62228 0.673551 -4.15281 0.999754
348 2.13709 0.555382 0.749284 -3.91724 0.999398
343 2.20551 0.491809 0.830742 -3.66733 0.998574
338 2.2787 0.420409 1 -3.49681 0.996762
333 2.37449 0.374532 1 -3.07013 0.988973
328 2.44946 0.333961 1 -2.60773 0.969753
