323 2.3678 0.314121 1 -2.26315 0.960111
333 2.39609 0.367893 1 -3.00319 0.985834
343 2.2119 0.484449 0.842307 -3.62676 0.998473
353 2.07973 0.614616 0.679348 -4.0997 0.999739
363 3.25098 1 1 0.0941009 0.947104
363 1.97263 0.731732 0.591165 -4.58753 0.999982
373 2.39178 1 1 -0.434496 0.940362
373 1.89442 0.837317 0.523953 -5.03363 0.999904
383 2.06792 1 1 -0.872429 0.928709
383 1.82629 0.932897 0.469992 -5.44341 0.999495
393 1.58906 1 1 -1.29564 0.925769
393 1.68519 1 0.486209 -5.88296 0.998615
403 1.16358 1 1 -1.69516 0.928319
403 1.42571 1 0.692372 -6.41953 0.992957
