343 1.13832 0.672816 0.599451 -4.08513 0.997512
338 1.19996 0.636006 0.622203 -3.81467 0.99553
333 1.23997 0.634209 0.559355 -3.37823 0.998224
328 1.27736 0.596904 0.578178 -3.03301 0.998184
323 1.30956 0.555443 0.604734 -2.66698 0.997925
323 0.0131226 0.920825 1 -3.84758 1
318 1.35922 0.499545 0.647541 -2.25615 0.997357
318 0.0132475 0.995607 1 -3.62214 1
313 1.39401 0.456861 0.672891 -1.79984 0.997129
313 0.0163343 0.903343 1 -3.34174 0.999025
308 1.36578 0.440472 0.652707 -1.32526 0.997195
308 0.0183961 0.88231 1 -3.11031 0.998171
