Exported SMaRT Impedance Data
Experiment start time : 1/31/2017 10:13:16 PM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,Impedance Imaginary (Ohms)
408,6,53,05:31:13,6.309574,1,0,45.00,45.97,43.00,19.61644,7.897177E-02,4.025795E-03,-1.285858E+08,
409,6,54,05:31:19,5.011872,1,0,45.00,45.97,43.00,19.61834,9.119304E-02,4.648357E-03,-1.618634E+08,
410,6,55,05:31:25,3.981072,1,0,45.00,45.97,43.00,19.6187,0.1121175,5.714828E-03,-2.037679E+08,
411,6,56,05:31:34,3.162277,1,0,45.00,45.97,43.00,19.61614,0.1362029,6.94341E-03,-2.565581E+08,
412,6,57,05:31:41,2.511887,1,0,45.00,45.97,43.00,19.61703,0.1703269,0.0086826,-3.22964E+08,
413,6,58,05:31:47,1.995262,1,0,45.00,45.97,43.00,19.61768,0.2091942,1.066356E-02,-4.065586E+08,
414,6,59,05:31:55,1.584893,1,0,45.00,45.97,43.00,19.61679,0.2612831,1.331936E-02,-5.118176E+08,
415,6,60,05:32:02,1.258925,1,0,45.00,45.97,43.00,19.62197,0.3266686,0.0166481,-6.44106E+08,
416,6,61,05:32:08,1,1,0,45.00,45.97,43.00,19.62118,0.4095886,2.087482E-02,-8.107855E+08,
417,6,62,05:32:16,0.7943283,1,0,45.00,45.97,43.00,19.61788,0.5130748,2.615343E-02,-1.020637E+09,
418,6,63,05:32:24,0.6309573,1,0,45.00,45.97,43.00,19.61775,0.6439449,0.0328246,-1.284409E+09,
419,6,64,05:32:32,0.5011872,1,0,45.00,45.97,43.00,19.61727,0.8116869,4.137614E-02,-1.615991E+09,
420,6,65,05:32:41,0.3981072,1,0,45.00,45.97,43.00,19.61924,1.021299,5.205602E-02,-2.032183E+09,
421,6,66,05:32:53,0.3162278,1,0,45.00,45.97,43.00,19.61952,1.278682,6.517395E-02,-2.554412E+09,
422,6,67,05:33:05,0.2511886,1,0,45.00,45.97,43.00,19.61491,1.615373,8.235433E-02,-3.208474E+09,
423,6,68,05:33:20,0.1995262,1,0,45.00,45.97,43.00,19.61515,2.029837,0.1034831,-4.023486E+09,
424,6,69,05:33:36,0.1584893,1,0,45.00,45.97,43.00,19.61847,2.543571,0.1296518,-5.034026E+09,
425,6,70,05:33:56,0.1258925,1,0,45.00,45.97,43.00,19.6305,3.190074,0.162506,-6.27435E+09,
426,6,71,05:34:20,0.1,1,0,45.00,45.97,43.00,19.62492,4.008572,0.2042593,-7.785033E+09,
427,7,1,06:26:36,1000000,1,0,40.00,40.97,38.00,13.42239,0.6517973,4.856045E-02,-1182.953,
428,7,2,06:26:43,794328.2,1,0,40.00,40.97,38.00,13.34781,0.6444123,0.0482785,-1497.611,
429,7,3,06:26:50,630957.3,1,0,40.00,40.97,38.00,13.33522,0.6365291,4.773292E-02,-1887.26,
430,7,4,06:26:56,501187.3,1,0,40.00,40.97,38.00,13.35849,0.6401017,4.791722E-02,-2371.738,
431,7,5,06:27:02,398107.2,1,0,40.00,40.97,38.00,13.40382,0.649346,4.844484E-02,-2975.593,
432,7,6,06:27:07,316227.8,1,0,40.00,40.97,38.00,13.46621,0.6613007,4.910817E-02,-3728.455,
433,7,7,06:27:13,251188.6,1,0,40.00,40.97,38.00,13.54101,0.6830371,0.0504421,-4667.298,
434,7,8,06:27:19,199526.2,1,0,40.00,40.97,38.00,13.62342,0.7047597,5.173149E-02,-5839.472,
435,7,9,06:27:25,158489.3,1,0,40.00,40.97,38.00,13.71491,0.7310905,5.330625E-02,-7301.211,
436,7,10,06:27:31,125892.5,1,0,40.00,40.97,38.00,13.81202,0.7599621,0.0550218,-9125.37,
437,7,11,06:27:37,100000,1,0,40.00,40.97,38.00,13.91115,0.800764,5.756273E-02,-11403.03,
438,7,12,06:27:43,79432.82,1,0,40.00,40.97,38.00,14.01496,0.8440781,6.022694E-02,-14244.79,
439,7,13,06:27:51,63095.73,1,0,40.00,40.97,38.00,14.13163,0.8811994,6.235654E-02,-17780.45,
440,7,14,06:27:57,50118.72,1,0,40.00,40.97,38.00,14.25429,0.9267917,6.501842E-02,-22184.13,
441,7,15,06:28:03,39810.72,1,0,40.00,40.97,38.00,14.38356,0.9756296,6.782951E-02,-27666.89,
442,7,16,06:28:09,31622.78,1,0,40.00,40.97,38.00,14.52308,1.029342,7.087629E-02,-34481.42,
443,7,17,06:28:14,25118.86,1,0,40.00,40.97,38.00,14.66763,1.086523,7.407629E-02,-42961.93,
444,7,18,06:28:20,19952.62,1,0,40.00,40.97,38.00,14.82718,1.146448,7.732074E-02,-53477.75,
445,7,19,06:28:26,15848.93,1,0,40.00,40.97,38.00,14.99548,1.211563,0.0807952,-66532.54,
446,7,20,06:28:32,12589.25,1,0,40.00,40.97,38.00,15.17765,1.277102,8.414359E-02,-82708.85,
447,7,21,06:28:38,10000,1,0,40.00,40.97,38.00,15.38147,1.347361,8.759636E-02,-102684,
448,7,22,06:28:44,7943.282,1,0,40.00,40.97,38.00,15.58812,1.408075,0.09033,-127496.2,
449,7,23,06:28:50,6309.573,1,0,40.00,40.97,38.00,15.80681,1.469831,0.0929872,-158211,
450,7,24,06:28:56,5011.873,1,0,40.00,40.97,38.00,16.03908,1.52345,9.498365E-02,-196218.6,
451,7,25,06:29:02,3981.072,1,0,40.00,40.97,38.00,16.28245,1.570475,9.645201E-02,-243264.6,
452,7,26,06:29:08,3162.278,1,0,40.00,40.97,38.00,16.53862,1.604807,9.703389E-02,-301474.7,
453,7,27,06:29:13,2511.886,1,0,40.00,40.97,38.00,16.80242,1.630527,9.704126E-02,-373575.1,
454,7,28,06:29:19,1995.262,1,0,40.00,40.97,38.00,17.07277,1.643731,9.627796E-02,-462923.5,
455,7,29,06:29:25,1584.893,1,0,40.00,40.97,38.00,17.34714,1.641909,9.465013E-02,-573745.2,
456,7,30,06:29:31,1258.925,1,0,40.00,40.97,38.00,17.62065,1.621144,9.200255E-02,-711439.5,
457,7,31,06:29:37,1000,1,0,40.00,40.97,38.00,17.90457,1.586237,8.859397E-02,-881984.5,
458,7,32,06:29:43,794.3282,1,0,40.00,40.97,38.00,18.16803,1.529347,8.417792E-02,-1095080,
459,7,33,06:29:49,630.9573,1,0,40.00,40.97,38.00,18.41852,1.456104,7.905652E-02,-1361005,
460,7,34,06:29:55,501.1872,1,0,40.00,40.97,38.00,18.65408,1.368273,7.334979E-02,-1693231,
461,7,35,06:30:01,398.1072,1,0,40.00,40.97,38.00,18.86956,1.266768,6.713286E-02,-2109140,
462,7,36,06:30:09,316.2278,1,0,40.00,40.97,38.00,19.06332,1.15712,6.069875E-02,-2630416,
463,7,37,06:30:16,251.1886,1,0,40.00,40.97,38.00,19.22874,1.03405,5.377629E-02,-3285606,
464,7,38,06:30:22,199.5262,1,0,40.00,40.97,38.00,19.37432,0.9158612,0.0472719,-4107943,
465,7,39,06:30:28,158.4893,1,0,40.00,40.97,38.00,19.49368,0.8047132,4.128073E-02,-5142651,
466,7,40,06:30:34,125.8925,1,0,40.00,40.97,38.00,19.59166,0.6941824,3.543255E-02,-6444723,
467,7,41,06:30:39,100,1,0,40.00,40.97,38.00,19.66801,0.5941675,3.020984E-02,-8084694,
468,7,42,06:30:46,79.43282,1,0,40.00,40.97,38.00,19.7276,0.5008265,0.0253871,-1.015001E+07,
469,7,43,06:30:52,63.09574,1,0,40.00,40.97,38.00,19.77168,0.4210305,2.129463E-02,-1.275204E+07,
470,7,44,06:30:57,50.11872,1,0,40.00,40.97,38.00,19.80807,0.3505163,1.769563E-02,-1.602662E+07,
471,7,45,06:31:03,39.81071,1,0,40.00,40.97,38.00,19.83385,0.2910624,1.467503E-02,-2.015207E+07,
472,7,46,06:31:09,31.62278,1,0,40.00,40.97,38.00,19.85389,0.2415581,1.216679E-02,-2.534605E+07,
473,7,47,06:31:15,25.11886,1,0,40.00,40.97,38.00,19.86701,0.2007378,1.010408E-02,-3.188919E+07,
474,7,48,06:31:21,19.95262,1,0,40.00,40.97,38.00,19.87613,0.1664967,8.376716E-03,-4.012897E+07,
475,7,49,06:31:27,15.84893,1,0,40.00,40.97,38.00,19.88688,0.138267,6.952676E-03,-5.049316E+07,
476,7,50,06:31:33,12.58925,1,0,40.00,40.97,38.00,19.89351,0.1161072,5.836436E-03,-6.354688E+07,
477,7,51,06:31:39,10,1,0,40.00,40.97,38.00,19.89788,9.859294E-02,4.954947E-03,-7.998392E+07,
478,7,52,06:31:45,7.943283,1,0,40.00,40.97,38.00,19.90168,8.670188E-02,4.35651E-03,-1.006751E+08,
479,7,53,06:31:53,6.309574,1,0,40.00,40.97,38.00,19.90367,7.853775E-02,3.945893E-03,-1.267302E+08,
480,7,54,06:31:59,5.011872,1,0,40.00,40.97,38.00,19.90514,0.073032,3.669001E-03,-1.595325E+08,
481,7,55,06:32:05,3.981072,1,0,40.00,40.97,38.00,19.90752,7.072186E-02,3.55252E-03,-2.008157E+08,
482,7,56,06:32:13,3.162277,1,0,40.00,40.97,38.00,19.90853,0.0733839,3.686053E-03,-2.527989E+08,
483,7,57,06:32:21,2.511887,1,0,40.00,40.97,38.00,19.90746,8.219978E-02,4.129095E-03,-3.182709E+08,
484,7,58,06:32:27,1.995262,1,0,40.00,40.97,38.00,19.90612,8.855401E-02,4.448581E-03,-4.007052E+08,
485,7,59,06:32:35,1.584893,1,0,40.00,40.97,38.00,19.90917,0.1055099,5.299563E-03,-5.043765E+08,
486,7,60,06:32:42,1.258925,1,0,40.00,40.97,38.00,19.90979,0.1238447,6.220295E-03,-6.349462E+08,
487,7,61,06:32:47,1,1,0,40.00,40.97,38.00,19.90592,0.1437394,7.220936E-03,-7.994942E+08,
488,7,62,06:32:56,0.7943283,1,0,40.00,40.97,38.00,19.9084,0.1836653,9.22552E-03,-1.006345E+09,
489,7,63,06:33:04,0.6309573,1,0,40.00,40.97,38.00,19.90702,0.2294578,1.152648E-02,-1.266941E+09,
490,7,64,06:33:12,0.5011872,1,0,40.00,40.97,38.00,19.90636,0.2874451,1.443986E-02,-1.594916E+09,
491,7,65,06:33:21,0.3981072,1,0,40.00,40.97,38.00,19.90532,0.3638251,1.827778E-02,-2.007734E+09,
492,7,66,06:33:37,0.3162278,1,0,40.00,40.97,38.00,19.90723,0.4470643,2.245738E-02,-2.526913E+09,
493,7,67,06:33:49,0.2511886,1,0,40.00,40.97,38.00,19.90601,0.5631298,2.828944E-02,-3.180451E+09,
494,7,68,06:34:04,0.1995262,1,0,40.00,40.97,38.00,19.91037,0.7075284,3.553567E-02,-4.001224E+09,
495,7,69,06:34:21,0.1584893,1,0,40.00,40.97,38.00,19.90739,0.8883597,4.462463E-02,-5.034334E+09,
496,7,70,06:34:41,0.1258925,1,0,40.00,40.97,38.00,19.90497,1.113679,5.594979E-02,-6.331423E+09,
497,7,71,06:35:05,0.1,1,0,40.00,40.97,38.00,19.89421,1.390913,6.991544E-02,-7.961147E+09,
498,8,1,07:27:57,1000000,1,0,35.00,36.01,33.00,13.02321,0.5587314,4.290276E-02,-1219.842,
499,8,2,07:28:04,794328.2,1,0,35.00,36.01,33.00,12.94346,0.5434955,4.198997E-02,-1545.271,
500,8,3,07:28:11,630957.3,1,0,35.00,36.01,33.00,12.92341,0.5266761,4.075364E-02,-1948.598,
501,8,4,07:28:17,501187.3,1,0,35.00,36.01,33.00,12.93424,0.5205247,4.024393E-02,-2451.187,
502,8,5,07:28:23,398107.2,1,0,35.00,36.01,33.00,12.96681,0.5192987,0.0400483,-3078.159,
503,8,6,07:28:28,316227.8,1,0,35.00,36.01,33.00,13.01289,0.5188957,3.987553E-02,-3861.504,
504,8,7,07:28:34,251188.6,1,0,35.00,36.01,33.00,13.06961,0.5250692,4.017483E-02,-4840.135,
505,8,8,07:28:40,199526.2,1,0,35.00,36.01,33.00,13.12974,0.5326319,4.056681E-02,-6065.267,
506,8,9,07:28:46,158489.3,1,0,35.00,36.01,33.00,13.19818,0.5445131,4.125667E-02,-7595.696,
507,8,10,07:28:51,125892.5,1,0,35.00,36.01,33.00,13.26893,0.5558019,4.188746E-02,-9510.933,
508,8,11,07:28:58,100000,1,0,35.00,36.01,33.00,13.33879,0.5794964,4.344445E-02,-11909.26,
509,8,12,07:29:04,79432.82,1,0,35.00,36.01,33.00,13.40908,0.6033992,4.499929E-02,-14912.23,
510,8,13,07:29:12,63095.73,1,0,35.00,36.01,33.00,13.49131,0.6219386,0.0460992,-18657.1,
511,8,14,07:29:18,50118.72,1,0,35.00,36.01,33.00,13.57443,0.6481028,4.774438E-02,-23340.48,
512,8,15,07:29:24,39810.72,1,0,35.00,36.01,33.00,13.6605,0.6784647,4.966617E-02,-29193.33,
513,8,16,07:29:30,31622.78,1,0,35.00,36.01,33.00,13.75306,0.7133693,5.186987E-02,-36496.74,
514,8,17,07:29:35,25118.86,1,0,35.00,36.01,33.00,13.84842,0.7509808,5.422861E-02,-45618.89,
515,8,18,07:29:41,19952.62,1,0,35.00,36.01,33.00,13.95266,0.7952616,5.699714E-02,-56984.23,
516,8,19,07:29:47,15848.93,1,0,35.00,36.01,33.00,14.06049,0.8448674,6.008806E-02,-71163.06,
517,8,20,07:29:53,12589.25,1,0,35.00,36.01,33.00,14.1816,0.8956301,6.315439E-02,-88790.51,
518,8,21,07:29:59,10000,1,0,35.00,36.01,33.00,14.31558,0.9560646,6.678489E-02,-110682.4,
519,8,22,07:30:05,7943.282,1,0,35.00,36.01,33.00,14.45207,1.015013,7.023302E-02,-137960,
520,8,23,07:30:11,6309.573,1,0,35.00,36.01,33.00,14.59624,1.077696,7.383382E-02,-171877.2,
521,8,24,07:30:17,5011.873,1,0,35.00,36.01,33.00,14.75427,1.143246,7.748582E-02,-213945.3,
522,8,25,07:30:23,3981.072,1,0,35.00,36.01,33.00,14.9233,1.207444,8.090996E-02,-266146.9,
523,8,26,07:30:28,3162.278,1,0,35.00,36.01,33.00,15.10309,1.274921,8.441456E-02,-330880.1,
524,8,27,07:30:34,2511.886,1,0,35.00,36.01,33.00,15.29592,1.343017,8.780229E-02,-411064,
525,8,28,07:30:40,1995.262,1,0,35.00,36.01,33.00,15.50101,1.410935,0.0910221,-510360.3,
526,8,29,07:30:46,1584.893,1,0,35.00,36.01,33.00,15.71997,1.476018,9.389444E-02,-633222.6,
527,8,30,07:30:52,1258.925,1,0,35.00,36.01,33.00,15.94908,1.536571,9.634227E-02,-785366.1,
528,8,31,07:30:58,1000,1,0,35.00,36.01,33.00,16.1934,1.592449,9.833939E-02,-973424.8,
529,8,32,07:31:04,794.3282,1,0,35.00,36.01,33.00,16.45247,1.640599,9.971745E-02,-1205846,
530,8,33,07:31:10,630.9573,1,0,35.00,36.01,33.00,16.71943,1.678381,0.1003851,-1493634,
531,8,34,07:31:16,501.1872,1,0,35.00,36.01,33.00,16.99573,1.706159,0.1003875,-1849804,
532,8,35,07:31:22,398.1072,1,0,35.00,36.01,33.00,17.27842,1.717725,9.941444E-02,-2291105,
533,8,36,07:31:28,316.2278,1,0,35.00,36.01,33.00,17.56057,1.710657,9.741466E-02,-2839094,
534,8,37,07:31:36,251.1886,1,0,35.00,36.01,33.00,17.85629,1.685069,9.436838E-02,-3517050,
535,8,38,07:31:42,199.5262,1,0,35.00,36.01,33.00,18.13811,1.646493,9.077533E-02,-4361785,
536,8,39,07:31:47,158.4893,1,0,35.00,36.01,33.00,18.41463,1.589927,0.0863404,-5412920,
537,8,40,07:31:53,125.8925,1,0,35.00,36.01,33.00,18.67357,1.51392,8.107287E-02,-6725858,
538,8,41,07:31:59,100,1,0,35.00,36.01,33.00,18.91927,1.418668,7.498533E-02,-8365285,
539,8,42,07:32:05,79.43282,1,0,35.00,36.01,33.00,19.14187,1.313106,6.859861E-02,-1.04183E+07,
540,8,43,07:32:11,63.09574,1,0,35.00,36.01,33.00,19.34124,1.197443,6.191141E-02,-1.299195E+07,
541,8,44,07:32:17,50.11872,1,0,35.00,36.01,33.00,19.51526,1.074941,5.508207E-02,-1.622296E+07,
542,8,45,07:32:23,39.81071,1,0,35.00,36.01,33.00,19.66271,0.9507607,4.835349E-02,-2.028442E+07,
543,8,46,07:32:29,31.62278,1,0,35.00,36.01,33.00,19.78639,0.8296292,4.192929E-02,-2.539164E+07,
544,8,47,07:32:35,25.11886,1,0,35.00,36.01,33.00,19.88333,0.7159042,3.600525E-02,-3.182502E+07,
545,8,48,07:32:41,19.95262,1,0,35.00,36.01,33.00,19.9617,0.6088305,3.049994E-02,-3.992262E+07,
546,8,49,07:32:46,15.84893,1,0,35.00,36.01,33.00,20.02345,0.5129778,2.561885E-02,-5.01183E+07,
547,8,50,07:32:52,12.58925,1,0,35.00,36.01,33.00,20.0689,0.429137,2.138319E-02,-6.296487E+07,
548,8,51,07:32:58,10,1,0,35.00,36.01,33.00,20.1049,0.3569092,1.775235E-02,-7.913736E+07,
549,8,52,07:33:05,7.943283,1,0,35.00,36.01,33.00,20.12979,0.2957255,1.469094E-02,-9.951468E+07,
550,8,53,07:33:12,6.309574,1,0,35.00,36.01,33.00,20.14833,0.2442517,1.212268E-02,-1.251749E+08,
551,8,54,07:33:19,5.011872,1,0,35.00,36.01,33.00,20.16261,0.2026607,1.005132E-02,-1.574816E+08,
552,8,55,07:33:25,3.981072,1,0,35.00,36.01,33.00,20.1719,0.1679403,8.325457E-03,-1.981724E+08,
553,8,56,07:33:33,3.162277,1,0,35.00,36.01,33.00,20.18044,0.1410479,6.989338E-03,-2.493839E+08,
554,8,57,07:33:40,2.511887,1,0,35.00,36.01,33.00,20.18452,0.1234334,6.11525E-03,-3.138958E+08,
555,8,58,07:33:46,1.995262,1,0,35.00,36.01,33.00,20.1858,0.1066727,5.284542E-03,-3.951503E+08,
556,8,59,07:33:55,1.584893,1,0,35.00,36.01,33.00,20.19182,9.420777E-02,4.665641E-03,-4.973194E+08,
557,8,60,07:34:03,1.258925,1,0,35.00,36.01,33.00,20.19706,8.706293E-02,4.310673E-03,-6.259276E+08,
558,8,61,07:34:08,1,1,0,35.00,36.01,33.00,20.20147,8.691858E-02,4.302587E-03,-7.878241E+08,
559,8,62,07:34:17,0.7943283,1,0,35.00,36.01,33.00,20.19044,8.776423E-02,4.346821E-03,-9.923531E+08,
560,8,63,07:34:24,0.6309573,1,0,35.00,36.01,33.00,20.19193,9.347706E-02,4.629426E-03,-1.249203E+09,
561,8,64,07:34:32,0.5011872,1,0,35.00,36.01,33.00,20.19625,0.1028863,5.094326E-03,-1.57231E+09,
562,8,65,07:34:41,0.3981072,1,0,35.00,36.01,33.00,20.19205,0.1251909,6.200009E-03,-1.979808E+09,
563,8,66,07:34:52,0.3162278,1,0,35.00,36.01,33.00,20.19527,0.1474714,7.302273E-03,-2.491996E+09,
564,8,67,07:35:05,0.2511886,1,0,35.00,36.01,33.00,20.19425,0.1793295,8.880222E-03,-3.137315E+09,
565,8,68,07:35:20,0.1995262,1,0,35.00,36.01,33.00,20.19606,0.2257557,0.0111782,-3.949111E+09,
566,8,69,07:35:36,0.1584893,1,0,35.00,36.01,33.00,20.19733,0.2714821,1.344148E-02,-4.971047E+09,
567,8,70,07:35:56,0.1258925,1,0,35.00,36.01,33.00,20.19575,0.350158,0.0173382,-6.257916E+09,
568,8,71,07:36:20,0.1,1,0,35.00,36.01,33.00,20.20136,0.4227485,2.092673E-02,-7.874979E+09,
569,9,1,08:29:28,1000000,1,0,30.00,31.06,28.00,12.65579,0.4924737,3.891293E-02,-1255.666,
570,9,2,08:29:35,794328.2,1,0,30.00,31.06,28.00,12.5741,0.4737542,3.767699E-02,-1591.21,
571,9,3,08:29:42,630957.3,1,0,30.00,31.06,28.00,12.54898,0.4521894,3.603395E-02,-2007.466,
572,9,4,08:29:48,501187.3,1,0,30.00,31.06,28.00,12.55346,0.4391513,3.498249E-02,-2526.536,
573,9,5,08:29:54,398107.2,1,0,30.00,31.06,28.00,12.57681,0.4296511,3.416216E-02,-3174.995,
574,9,6,08:29:59,316227.8,1,0,30.00,31.06,28.00,12.61328,0.4220368,3.345973E-02,-3985.716,
575,9,7,08:30:05,251188.6,1,0,30.00,31.06,28.00,12.6579,0.4168715,3.293369E-02,-5000.205,
576,9,8,08:30:11,199526.2,1,0,30.00,31.06,28.00,12.70358,0.4152639,3.268873E-02,-6272.351,
577,9,9,08:30:17,158489.3,1,0,30.00,31.06,28.00,12.75536,0.4147017,3.251196E-02,-7864.459,
578,9,10,08:30:23,125892.5,1,0,30.00,31.06,28.00,12.80836,0.4158986,3.247086E-02,-9859.821,
579,9,11,08:30:29,100000,1,0,30.00,31.06,28.00,12.86079,0.4248849,3.303723E-02,-12361.72,
580,9,12,08:30:35,79432.82,1,0,30.00,31.06,28.00,12.91202,0.4337072,3.358942E-02,-15500.17,
581,9,13,08:30:43,63095.73,1,0,30.00,31.06,28.00,12.96885,0.4379958,0.0337729,-19427.8,
582,9,14,08:30:49,50118.72,1,0,30.00,31.06,28.00,13.02618,0.4473504,0.0343424,-24349.56,
583,9,15,08:30:55,39810.72,1,0,30.00,31.06,28.00,13.08494,0.4596415,3.512752E-02,-30514.96,
584,9,16,08:31:01,31622.78,1,0,30.00,31.06,28.00,13.14603,0.4767284,3.626405E-02,-38234.45,
585,9,17,08:31:06,25118.86,1,0,30.00,31.06,28.00,13.2078,0.4942421,3.742049E-02,-47905.16,
586,9,18,08:31:12,19952.62,1,0,30.00,31.06,28.00,13.27468,0.5176172,3.899283E-02,-59997.97,
587,9,19,08:31:18,15848.93,1,0,30.00,31.06,28.00,13.34402,0.5446714,4.081764E-02,-75129.51,
588,9,20,08:31:24,12589.25,1,0,30.00,31.06,28.00,13.41806,0.5756611,4.290196E-02,-94044.2,
589,9,21,08:31:30,10000,1,0,30.00,31.06,28.00,13.50281,0.6104888,4.521199E-02,-117627.6,
590,9,22,08:31:36,7943.282,1,0,30.00,31.06,28.00,13.58616,0.6459063,4.754149E-02,-147144.1,
591,9,23,08:31:42,6309.573,1,0,30.00,31.06,28.00,13.67408,0.685567,5.013622E-02,-184005.9,
592,9,24,08:31:48,5011.873,1,0,30.00,31.06,28.00,13.76823,0.7279369,5.287077E-02,-230001,
593,9,25,08:31:54,3981.072,1,0,30.00,31.06,28.00,13.87088,0.7717904,5.564104E-02,-287325.1,
594,9,26,08:31:59,3162.278,1,0,30.00,31.06,28.00,13.97955,0.8209672,5.872631E-02,-358783,
595,9,27,08:32:05,2511.886,1,0,30.00,31.06,28.00,14.09389,0.873352,6.196671E-02,-447842.2,
596,9,28,08:32:11,1995.262,1,0,30.00,31.06,28.00,14.21741,0.9294494,6.537403E-02,-558660.1,
597,9,29,08:32:17,1584.893,1,0,30.00,31.06,28.00,14.35087,0.9893521,0.0689402,-696438.4,
598,9,30,08:32:23,1258.925,1,0,30.00,31.06,28.00,14.49378,1.052136,7.259223E-02,-867672.9,
599,9,31,08:32:29,1000,1,0,30.00,31.06,28.00,14.64715,1.116649,7.623659E-02,-1080315,
600,9,32,08:32:35,794.3282,1,0,30.00,31.06,28.00,14.81069,1.185714,0.080058,-1344220,
601,9,33,08:32:41,630.9573,1,0,30.00,31.06,28.00,14.98647,1.255566,8.377991E-02,-1671410,
602,9,34,08:32:47,501.1872,1,0,30.00,31.06,28.00,15.17459,1.328625,8.755591E-02,-2076762,
603,9,35,08:32:53,398.1072,1,0,30.00,31.06,28.00,15.37556,1.399495,9.102076E-02,-2578731,
604,9,36,08:32:59,316.2278,1,0,30.00,31.06,28.00,15.5877,1.467651,9.415444E-02,-3200407,
605,9,37,08:33:07,251.1886,1,0,30.00,31.06,28.00,15.81445,1.53491,9.705743E-02,-3969121,
606,9,38,08:33:13,199.5262,1,0,30.00,31.06,28.00,16.0536,1.60059,9.970288E-02,-4919853,
607,9,39,08:33:18,158.4893,1,0,30.00,31.06,28.00,16.3075,1.656374,0.1015713,-6095022,
608,9,40,08:33:24,125.8925,1,0,30.00,31.06,28.00,16.57167,1.708354,0.1030888,-7548540,
609,9,41,08:33:30,100,1,0,30.00,31.06,28.00,16.84874,1.749991,0.1038648,-9345290,
610,9,42,08:33:36,79.43282,1,0,30.00,31.06,28.00,17.13714,1.773971,0.1035161,-1.156786E+07,
611,9,43,08:33:42,63.09574,1,0,30.00,31.06,28.00,17.42956,1.786885,0.1025203,-1.432165E+07,
612,9,44,08:33:48,50.11872,1,0,30.00,31.06,28.00,17.73698,1.785579,0.1006699,-1.772399E+07,
613,9,45,08:33:54,39.81071,1,0,30.00,31.06,28.00,18.0344,1.764531,9.784253E-02,-2.19574E+07,
614,9,46,08:34:00,31.62278,1,0,30.00,31.06,28.00,18.32633,1.724873,9.411995E-02,-2.722164E+07,
615,9,47,08:34:06,25.11886,1,0,30.00,31.06,28.00,18.6129,1.665343,8.947251E-02,-3.377096E+07,
616,9,48,08:34:12,19.95262,1,0,30.00,31.06,28.00,18.8849,1.586681,8.401853E-02,-4.194215E+07,
617,9,49,08:34:18,15.84893,1,0,30.00,31.06,28.00,19.14287,1.49111,7.789375E-02,-5.214182E+07,
618,9,50,08:34:23,12.58925,1,0,30.00,31.06,28.00,19.37761,1.381823,7.131032E-02,-6.491086E+07,
619,9,51,08:34:29,10,1,0,30.00,31.06,28.00,19.58864,1.261158,6.438211E-02,-8.091323E+07,
620,9,52,08:34:36,7.943283,1,0,30.00,31.06,28.00,19.77411,1.133589,5.732693E-02,-1.009947E+08,
621,9,53,08:34:42,6.309574,1,0,30.00,31.06,28.00,19.93125,1.00391,5.036864E-02,-1.262366E+08,
622,9,54,08:34:48,5.011872,1,0,30.00,31.06,28.00,20.0629,0.8777691,4.375087E-02,-1.579778E+08,
623,9,55,08:34:54,3.981072,1,0,30.00,31.06,28.00,20.16772,0.7537548,3.737433E-02,-1.979508E+08,
624,9,56,08:35:03,3.162277,1,0,30.00,31.06,28.00,20.25097,0.641944,3.169943E-02,-2.482781E+08,
625,9,57,08:35:09,2.511887,1,0,30.00,31.06,28.00,20.31389,0.5430303,2.673197E-02,-3.116856E+08,
626,9,58,08:35:15,1.995262,1,0,30.00,31.06,28.00,20.36069,0.4514042,2.217037E-02,-3.915744E+08,
627,9,59,08:35:23,1.584893,1,0,30.00,31.06,28.00,20.39574,0.3773129,1.849959E-02,-4.921893E+08,
628,9,60,08:35:30,1.258925,1,0,30.00,31.06,28.00,20.42258,0.3099535,0.015177,-6.188847E+08,
629,9,61,08:35:35,1,1,0,30.00,31.06,28.00,20.43951,0.2559322,1.252145E-02,-7.785414E+08,
630,9,62,08:35:44,0.7943283,1,0,30.00,31.06,28.00,20.45269,0.2106637,1.030004E-02,-9.795433E+08,
631,9,63,08:35:52,0.6309573,1,0,30.00,31.06,28.00,20.45958,0.1743362,8.521006E-03,-1.232799E+09,
632,9,64,08:36:00,0.5011872,1,0,30.00,31.06,28.00,20.47004,0.1453974,7.102936E-03,-1.551242E+09,
633,9,65,08:36:09,0.3981072,1,0,30.00,31.06,28.00,20.47151,0.1287643,6.289924E-03,-1.952779E+09,
634,9,66,08:36:20,0.3162278,1,0,30.00,31.06,28.00,20.47563,0.1104907,5.396204E-03,-2.457934E+09,
635,9,67,08:36:33,0.2511886,1,0,30.00,31.06,28.00,20.47787,0.1038933,5.073444E-03,-3.094028E+09,
636,9,68,08:36:47,0.1995262,1,0,30.00,31.06,28.00,20.47651,9.358545E-02,4.57038E-03,-3.895428E+09,
637,9,69,08:37:04,0.1584893,1,0,30.00,31.06,28.00,20.48284,9.996956E-02,4.880649E-03,-4.902523E+09,
638,9,70,08:37:24,0.1258925,1,0,30.00,31.06,28.00,20.47128,9.085286E-02,4.438065E-03,-6.175424E+09,
639,9,71,08:37:48,0.1,1,0,30.00,31.06,28.00,20.47533,0.1112404,5.432896E-03,-7.77278E+09,
