Exported SMaRT Impedance Data
Experiment start time : 5/27/2017 10:09:25 PM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,AC Conductivity Real (S/m)
1,1,1,00:00:12,1000000,1,0,-,-,-,2.79946E-03,3.434367E-05,1.226796E-02,1.910624E-09,
2,1,2,00:00:20,681292.1,1,0,-,-,-,2.728894E-03,8.156989E-05,2.989119E-02,3.09166E-09,
3,1,3,00:00:28,464158.9,1,0,-,-,-,2.714415E-03,1.017668E-04,3.749126E-02,2.627855E-09,
4,1,4,00:00:34,316227.8,1,0,-,-,-,2.720868E-03,1.047902E-04,3.851354E-02,1.843527E-09,
5,1,5,00:00:39,215443.5,1,0,-,-,-,2.727187E-03,1.142469E-04,4.189186E-02,1.369325E-09,
6,1,6,00:00:45,146779.9,1,0,-,-,-,2.748949E-03,1.453425E-04,5.287202E-02,1.186828E-09,
7,1,7,00:00:51,100000,1,0,-,-,-,2.756428E-03,1.187031E-04,0.0430641,6.603746E-10,
8,1,8,00:00:57,68129.2,1,0,-,-,-,2.805329E-03,1.215648E-04,4.333351E-02,4.607544E-10,
9,1,9,00:01:05,46415.89,1,0,-,-,-,2.860051E-03,9.84668E-05,3.442834E-02,2.542641E-10,
10,1,10,00:01:11,31622.78,1,0,-,-,-,2.885497E-03,5.136846E-05,1.780229E-02,9.037018E-11,
11,1,11,00:01:17,21544.35,1,0,-,-,-,2.874748E-03,1.466416E-05,5.101024E-03,1.757596E-11,
12,1,12,00:01:23,14677.99,1,0,-,-,-,2.856713E-03,2.829851E-06,9.905967E-04,2.31078E-12,
13,1,13,00:01:29,10000,1,0,-,-,-,2.896949E-03,-1.208226E-05,-4.170684E-03,-6.721662E-12,
14,1,14,00:01:35,6812.921,1,0,-,-,-,2.89651E-03,3.029557E-06,1.045933E-03,1.148262E-12,
15,1,15,00:01:41,4641.589,1,0,-,-,-,2.903946E-03,1.1808E-05,4.066192E-03,3.0491E-12,
16,1,16,00:01:46,3162.278,1,0,-,-,-,2.910921E-03,1.547642E-05,5.316676E-03,2.722696E-12,
17,1,17,00:01:52,2154.435,1,0,-,-,-,2.919373E-03,1.546412E-05,5.297071E-03,1.853477E-12,
18,1,18,00:01:58,1467.799,1,0,-,-,-,2.922151E-03,1.211651E-05,4.146438E-03,9.894021E-13,
19,1,19,00:02:04,1000,1,0,-,-,-,2.973039E-03,5.221398E-06,1.756249E-03,2.904794E-13,
20,1,20,00:02:10,681.2921,1,0,-,-,-,2.978039E-03,7.652811E-06,2.569749E-03,2.900567E-13,
21,1,21,00:02:16,464.1589,1,0,-,-,-,2.975647E-03,4.174569E-06,1.402911E-03,1.07797E-13,
22,1,22,00:02:22,316.2278,1,0,-,-,-,2.976514E-03,4.461001E-06,1.498734E-03,7.848036E-14,
23,1,23,00:02:30,215.4435,1,0,-,-,-,2.984865E-03,7.363176E-06,2.466837E-03,8.825251E-14,
24,1,24,00:02:36,146.7799,1,0,-,-,-,2.368408E-03,1.228677E-05,5.187776E-03,1.003305E-13,
25,1,25,00:02:42,100,1,0,-,-,-,2.375145E-03,1.26344E-05,5.31942E-03,7.028829E-14,
26,1,26,00:02:48,68.1292,1,0,-,-,-,2.297016E-03,9.799165E-05,4.266042E-02,3.714077E-13,
27,1,27,00:02:53,46.41589,1,0,-,-,-,2.355995E-03,-6.058807E-05,-2.571655E-02,-1.564524E-13,
28,1,28,00:02:59,31.62278,1,0,-,-,-,2.40342E-03,9.132548E-05,3.799814E-02,1.606647E-13,
29,1,29,00:03:05,21.54435,1,0,-,-,-,2.321864E-03,-3.047682E-04,-0.1312601,-3.652847E-13,
30,1,30,00:03:13,14.67799,1,0,-,-,-,2.38741E-03,-9.12594E-05,-3.822528E-02,-7.451998E-14,
31,1,31,00:03:21,10,1,0,-,-,-,2.253458E-03,-2.335449E-04,-0.1036385,-1.299269E-13,
