438 -6.5327 
433 -6.35173 
428 -6.16789 
423 -6.00462 
418 -5.82525 
413 -5.64099 
408 -5.44602 
403 -5.23587 
398 -5.01289 
393 -4.79593 
388 -4.54965 
383 -4.28435 
378 -4.03293 
373 -3.8016 
368 -3.55547 
363 -3.33592 
358 -3.17486 
353 -2.99734 -0.00715051 -3.31184 -3.66129 
343 -2.70925 1.51749 -2.89512 
338 -2.54148 -2.68819 
333 -2.36102 -2.48925 
328 -2.173 -2.2959 -2.87342 
323 -1.95508 -2.31332 
318 -1.7695 -1.96513 -1.37477 -2.68914 
313 -1.54509 -1.85655 
308 -1.30963 -1.86578 
303 -1.07146 -1.88223 
298 -0.832389 -1.87467 
293 -0.585936 
288 -0.335914 
283 -0.102191 
278 0.12258 
273 0.356069 
