2.28311 -6.5327 
2.30947 -6.35173 
2.33645 -6.16789 
2.36407 -6.00462 
2.39234 -5.82525 
2.42131 -5.64099 
2.45098 -5.44602 
2.48139 -5.23587 
2.51256 -5.01289 
2.54453 -4.79593 
2.57732 -4.54965 
2.61097 -4.28435 
2.6455 -4.03293 
2.68097 -3.8016 
2.71739 -3.55547 
2.75482 -3.33592 
2.7933 -3.17486 
2.83286 -2.99734 -0.00715051 -3.31184 -3.66129 
2.91545 -2.70925 1.51749 -2.89512 
2.95858 -2.54148 -2.68819 
3.003 -2.36102 -2.48925 
3.04878 -2.173 -2.2959 -2.87342 
3.09598 -1.95508 -2.31332 
3.14465 -1.7695 -1.96513 -1.37477 -2.68914 
3.19489 -1.54509 -1.85655 
3.24675 -1.30963 -1.86578 
3.30033 -1.07146 -1.88223 
3.3557 -0.832389 -1.87467 
3.41297 -0.585936 
3.47222 -0.335914 
3.53357 -0.102191 
3.59712 0.12258 
3.663 0.356069 
