Exported SMaRT Impedance Data
Experiment start time : 11/3/2016 11:16:34 AM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,Relative Permittivity Magnitude 
1,1,1,00:00:14,10000000,1,0,-,-,-,-1.048381,1.977234,-1.885988,2.23798,
2,1,2,00:00:21,7196857,1,0,-,-,-,-1.097115,1.892964,-1.725402,2.187915,
3,1,3,00:00:31,5179475,1,0,-,-,-,-3.933855,6.103943,-1.551644,7.261772,
4,1,4,00:00:37,3727594,1,0,-,-,-,5.291074,22.0075,4.159364,22.63461,
5,1,5,00:00:43,2682696,1,0,-,-,-,11.2476,1.542361,0.137128,11.35286,
6,1,6,00:00:49,1930698,1,0,-,-,-,7.938202,0.3030066,3.817068E-02,7.943983,
7,1,7,00:00:55,1389496,1,0,-,-,-,6.885962,0.1117879,1.623417E-02,6.88687,
8,1,8,00:01:01,1000000,1,0,-,-,-,6.448945,5.992462E-02,9.292159E-03,6.449224,
9,1,9,00:01:07,719685.7,1,0,-,-,-,6.246448,4.435162E-02,7.100294E-03,6.246605,
10,1,10,00:01:14,517947.4,1,0,-,-,-,6.147661,3.807769E-02,6.193851E-03,6.147779,
11,1,11,00:01:20,372759.4,1,0,-,-,-,6.101623,3.617284E-02,5.928396E-03,6.10173,
12,1,12,00:01:26,268269.6,1,0,-,-,-,6.081232,0.0332974,5.475436E-03,6.081323,
13,1,13,00:01:32,193069.8,1,0,-,-,-,6.103534,3.616499E-02,5.925254E-03,6.103641,
14,1,14,00:01:38,138949.5,1,0,-,-,-,6.091049,3.366908E-02,5.527632E-03,6.091142,
15,1,15,00:01:44,100000,1,0,-,-,-,6.086834,3.454807E-02,5.675869E-03,6.086932,
16,2,1,00:01:53,100000,1,0,-,-,-,6.087347,3.498243E-02,5.746745E-03,6.087448,
17,2,2,00:02:01,71968.57,1,0,-,-,-,6.08737,3.850262E-02,0.006325,6.087492,
18,2,3,00:02:10,51794.75,1,0,-,-,-,6.093276,4.222066E-02,6.929059E-03,6.093422,
19,2,4,00:02:16,37275.94,1,0,-,-,-,6.100807,4.559808E-02,7.474106E-03,6.100977,
20,2,5,00:02:21,26826.96,1,0,-,-,-,6.111316,4.825999E-02,7.896825E-03,6.111507,
21,2,6,00:02:28,19306.98,1,0,-,-,-,6.118433,4.395908E-02,7.184695E-03,6.118591,
22,2,7,00:02:34,13894.96,1,0,-,-,-,6.127886,4.636207E-02,7.565753E-03,6.128061,
23,2,8,00:02:40,10000,1,0,-,-,-,6.136431,4.934232E-02,8.040882E-03,6.136629,
24,2,9,00:02:45,7196.857,1,0,-,-,-,6.146207,0.0533149,8.674439E-03,6.146438,
25,2,10,00:02:51,5179.475,1,0,-,-,-,6.156144,5.769045E-02,0.0093712,6.156414,
26,2,11,00:02:57,3727.594,1,0,-,-,-,6.167431,6.196093E-02,1.004647E-02,6.167742,
27,2,12,00:03:03,2682.696,1,0,-,-,-,6.180579,6.649708E-02,1.075904E-02,6.180937,
28,2,13,00:03:09,1930.698,1,0,-,-,-,6.194091,7.099236E-02,0.0114613,6.194498,
29,2,14,00:03:15,1389.495,1,0,-,-,-,6.209051,7.639275E-02,1.230345E-02,6.209521,
30,2,15,00:03:21,1000,1,0,-,-,-,6.225238,8.195751E-02,1.316536E-02,6.225778,
31,2,16,00:03:27,719.6857,1,0,-,-,-,6.241542,8.635312E-02,1.383522E-02,6.24214,
32,2,17,00:03:33,517.9474,1,0,-,-,-,6.261059,0.0929496,1.484567E-02,6.261749,
33,2,18,00:03:39,372.7594,1,0,-,-,-,6.281107,9.864102E-02,0.0157044,6.281882,
34,2,19,00:03:46,268.2696,1,0,-,-,-,6.302224,0.1048388,0.0166352,6.303096,
35,2,20,00:03:53,193.0698,1,0,-,-,-,6.324145,0.1109402,1.754232E-02,6.325118,
36,2,21,00:03:58,138.9496,1,0,-,-,-,6.348618,0.1177859,0.018553,6.34971,
37,2,22,00:04:04,100,1,0,-,-,-,6.373744,0.123882,0.0194363,6.374948,
38,2,23,00:04:10,71.96857,1,0,-,-,-,6.399965,0.1298521,0.0202895,6.401282,
39,2,24,00:04:16,51.79475,1,0,-,-,-,6.428386,0.1363359,2.120841E-02,6.429832,
40,2,25,00:04:22,37.27594,1,0,-,-,-,6.457645,0.1419861,2.198728E-02,6.459206,
41,2,26,00:04:28,26.82696,1,0,-,-,-,6.48804,0.1482383,2.284793E-02,6.489733,
42,2,27,00:04:34,19.30698,1,0,-,-,-,6.520121,0.1536339,2.356305E-02,6.52193,
43,2,28,00:04:40,13.89495,1,0,-,-,-,6.552632,0.1597733,2.438307E-02,6.55458,
44,2,29,00:04:46,10,1,0,-,-,-,6.587408,0.1639318,2.488564E-02,6.589447,
45,2,30,00:04:52,7.196856,1,0,-,-,-,6.622109,0.1697265,2.563028E-02,6.624284,
46,2,31,00:05:00,5.179475,1,0,-,-,-,6.65662,0.1763812,2.649712E-02,6.658956,
47,2,32,00:05:06,3.727594,1,0,-,-,-,6.693175,0.1820459,2.719874E-02,6.695651,
48,2,33,00:05:12,2.682696,1,0,-,-,-,6.732974,0.1875967,2.786238E-02,6.735587,
49,2,34,00:05:18,1.930698,1,0,-,-,-,6.767834,0.1952841,2.885474E-02,6.770651,
50,2,35,00:05:25,1.389495,1,0,-,-,-,6.811149,0.2026314,2.974996E-02,6.814163,
51,2,36,00:05:32,1,1,0,-,-,-,6.85252,0.2110136,3.079357E-02,6.855768,
