Exported SMaRT Impedance Data
Experiment start time : 7/21/2016 11:56:04 AM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,Relative Permittivity Magnitude 
1,1,1,00:00:10,10000000,1,0,-,-,-,-0.357188,-4.660478,13.04769,4.674146,
2,1,2,00:00:16,7196857,1,0,-,-,-,-15.8845,-3.171928E-02,1.99687E-03,15.88453,
3,1,3,00:00:25,5179475,1,0,-,-,-,-11.58749,13.02505,-1.124061,17.43336,
4,1,4,00:00:31,3727594,1,0,-,-,-,27.30962,18.86789,0.690888,33.19356,
5,1,5,00:00:37,2682696,1,0,-,-,-,23.02284,2.9494,0.1281076,23.21099,
6,1,6,00:00:43,1930698,1,0,-,-,-,16.51364,0.722352,4.374275E-02,16.52943,
7,1,7,00:00:49,1389496,1,0,-,-,-,14.63974,0.3885178,2.653857E-02,14.64489,
8,1,8,00:00:54,1000000,1,0,-,-,-,13.62663,0.2697754,1.979766E-02,13.6293,
9,1,9,00:01:00,719685.7,1,0,-,-,-,13.17049,0.2334752,1.772715E-02,13.17256,
10,1,10,00:01:08,517947.4,1,0,-,-,-,12.96448,0.226153,1.744406E-02,12.96645,
11,1,11,00:01:14,372759.4,1,0,-,-,-,12.88353,0.2268185,1.760531E-02,12.88553,
12,1,12,00:01:19,268269.6,1,0,-,-,-,12.86564,0.2366602,1.839475E-02,12.86782,
13,1,13,00:01:25,193069.8,1,0,-,-,-,12.88015,0.2476573,1.922783E-02,12.88253,
14,1,14,00:01:31,138949.5,1,0,-,-,-,12.91464,0.2578453,1.996535E-02,12.91722,
15,1,15,00:01:37,100000,1,0,-,-,-,12.97271,0.2793033,2.153007E-02,12.97571,
16,2,1,00:01:46,100000,1,0,-,-,-,12.97429,0.2793289,2.152943E-02,12.97729,
17,2,2,00:01:55,71968.57,1,0,-,-,-,13.01696,0.2939699,2.258361E-02,13.02027,
18,2,3,00:02:03,51794.75,1,0,-,-,-,13.07015,0.3090074,2.364223E-02,13.0738,
19,2,4,00:02:09,37275.94,1,0,-,-,-,13.12951,0.3283927,2.501181E-02,13.13361,
20,2,5,00:02:15,26826.96,1,0,-,-,-,13.19351,0.3483517,2.640327E-02,13.19811,
21,2,6,00:02:21,19306.98,1,0,-,-,-,13.26383,0.3738373,2.818471E-02,13.2691,
22,2,7,00:02:26,13894.96,1,0,-,-,-,13.34278,0.3991017,2.991144E-02,13.34874,
23,2,8,00:02:33,10000,1,0,-,-,-,13.43457,0.4313253,3.210563E-02,13.44149,
24,2,9,00:02:39,7196.857,1,0,-,-,-,13.52495,0.4605715,3.405346E-02,13.53279,
25,2,10,00:02:45,5179.475,1,0,-,-,-,13.62024,0.4928302,3.618366E-02,13.62915,
26,2,11,00:02:50,3727.594,1,0,-,-,-,13.72494,0.5216317,3.800611E-02,13.73485,
27,2,12,00:02:56,2682.696,1,0,-,-,-,13.83501,0.5535437,4.001035E-02,13.84608,
28,2,13,00:03:02,1930.698,1,0,-,-,-,13.95513,0.5873136,4.208586E-02,13.96748,
29,2,14,00:03:08,1389.495,1,0,-,-,-,14.0798,0.6213,4.412705E-02,14.0935,
30,2,15,00:03:14,1000,1,0,-,-,-,14.21153,0.6564344,4.619025E-02,14.22669,
31,2,16,00:03:20,719.6857,1,0,-,-,-,14.352,0.6944017,4.838362E-02,14.36879,
32,2,17,00:03:26,517.9474,1,0,-,-,-,14.49905,0.7349713,0.050691,14.51767,
33,2,18,00:03:32,372.7594,1,0,-,-,-,14.6532,0.773191,5.276601E-02,14.67359,
34,2,19,00:03:40,268.2696,1,0,-,-,-,14.81571,0.8145258,5.497717E-02,14.83808,
35,2,20,00:03:45,193.0698,1,0,-,-,-,14.98839,0.8604896,5.741041E-02,15.01307,
36,2,21,00:03:51,138.9496,1,0,-,-,-,15.16768,0.9081473,5.987386E-02,15.19484,
37,2,22,00:03:57,100,1,0,-,-,-,15.35832,0.9580623,6.238068E-02,15.38817,
38,2,23,00:04:03,71.96857,1,0,-,-,-,15.55876,1.012442,6.507215E-02,15.59166,
39,2,24,00:04:09,51.79475,1,0,-,-,-,15.77193,1.071049,6.790856E-02,15.80826,
40,2,25,00:04:16,37.27594,1,0,-,-,-,15.99861,1.133922,7.087631E-02,16.03875,
41,2,26,00:04:22,26.82696,1,0,-,-,-,16.23676,1.201704,7.401134E-02,16.28117,
42,2,27,00:04:28,19.30698,1,0,-,-,-,16.48928,1.272546,0.0771741,16.53831,
43,2,28,00:04:34,13.89495,1,0,-,-,-,16.76107,1.346447,8.033179E-02,16.81507,
44,2,29,00:04:40,10,1,0,-,-,-,17.04967,1.421959,8.340096E-02,17.10887,
45,2,30,00:04:46,7.196856,1,0,-,-,-,17.35832,1.496924,8.623669E-02,17.42274,
46,2,31,00:04:53,5.179475,1,0,-,-,-,17.69233,1.567695,8.860875E-02,17.76165,
47,2,32,00:04:59,3.727594,1,0,-,-,-,18.03702,1.638538,9.084307E-02,18.11129,
48,2,33,00:05:05,2.682696,1,0,-,-,-,18.39699,1.698902,9.234678E-02,18.47526,
49,2,34,00:05:11,1.930698,1,0,-,-,-,18.77569,1.750614,9.323834E-02,18.85712,
50,2,35,00:05:18,1.389495,1,0,-,-,-,19.17332,1.763043,9.195296E-02,19.25421,
51,2,36,00:05:24,1,1,0,-,-,-,19.58335,1.74655,8.918546E-02,19.66107,
