Exported SMaRT Impedance Data
Experiment start time : 9/13/2016 3:09:11 AM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,Relative Permittivity Magnitude 
1,1,1,00:00:12,10000000,1,0,-,-,-,-1.010598,1.783786,-1.76508,2.05017,
2,1,2,00:00:21,7196857,1,0,-,-,-,-0.2579685,1.203158,-4.663972,1.230503,
3,1,3,00:00:32,5179475,1,0,-,-,-,-2.263304,4.054243,-1.791294,4.643213,
4,1,4,00:00:38,3727594,1,0,-,-,-,4.462866,11.92484,2.672013,12.73259,
5,1,5,00:00:43,2682696,1,0,-,-,-,6.525855,1.175848,0.1801829,6.630943,
6,1,6,00:00:49,1930698,1,0,-,-,-,4.826994,0.274989,5.696901E-02,4.834821,
7,1,7,00:00:55,1389496,1,0,-,-,-,4.216115,0.1395771,3.310562E-02,4.218425,
8,1,8,00:01:01,1000000,1,0,-,-,-,3.963259,0.105778,2.668965E-02,3.96467,
9,1,9,00:01:07,719685.7,1,0,-,-,-,3.850129,0.1002703,2.604335E-02,3.851435,
10,1,10,00:01:14,517947.4,1,0,-,-,-,3.803894,0.1048466,2.756296E-02,3.805338,
11,1,11,00:01:20,372759.4,1,0,-,-,-,3.863585,0.1409473,3.648096E-02,3.866155,
12,1,12,00:01:26,268269.6,1,0,-,-,-,3.83319,0.1385689,3.614976E-02,3.835694,
13,1,13,00:01:32,193069.8,1,0,-,-,-,3.832493,0.1460628,3.811169E-02,3.835275,
14,1,14,00:01:38,138949.5,1,0,-,-,-,3.847512,0.1595063,4.145699E-02,3.850817,
15,1,15,00:01:44,100000,1,0,-,-,-,3.873798,0.1761577,4.547417E-02,3.877801,
16,2,1,00:01:52,100000,1,0,-,-,-,3.873447,0.1762991,4.551478E-02,3.877457,
17,2,2,00:02:01,71968.57,1,0,-,-,-,3.907053,0.1926565,4.930991E-02,3.911801,
18,2,3,00:02:09,51794.75,1,0,-,-,-,3.947303,0.2117515,0.0536446,3.952978,
19,2,4,00:02:16,37275.94,1,0,-,-,-,4.000508,0.2352325,5.880067E-02,4.007418,
20,2,5,00:02:21,26826.96,1,0,-,-,-,4.047007,0.2540085,6.276455E-02,4.05497,
21,2,6,00:02:27,19306.98,1,0,-,-,-,4.103076,0.2725981,0.0664375,4.112121,
22,2,7,00:02:33,13894.96,1,0,-,-,-,4.165986,0.2896493,0.0695272,4.176043,
23,2,8,00:02:39,10000,1,0,-,-,-,4.235376,0.3030152,7.154386E-02,4.246202,
24,2,9,00:02:45,7196.857,1,0,-,-,-,4.309712,0.3096743,7.185499E-02,4.320824,
25,2,10,00:02:51,5179.475,1,0,-,-,-,4.386407,0.3081948,7.026134E-02,4.397221,
26,2,11,00:02:56,3727.594,1,0,-,-,-,4.462285,0.2980696,6.679752E-02,4.472229,
27,2,12,00:03:03,2682.696,1,0,-,-,-,4.535662,0.2784393,6.138891E-02,4.5442,
28,2,13,00:03:09,1930.698,1,0,-,-,-,4.600562,0.2513636,5.463759E-02,4.607424,
29,2,14,00:03:15,1389.495,1,0,-,-,-,4.654927,0.2207133,4.741498E-02,4.660157,
30,2,15,00:03:20,1000,1,0,-,-,-,4.697318,0.1858094,3.955649E-02,4.700992,
31,2,16,00:03:26,719.6857,1,0,-,-,-,4.729223,0.1537134,0.0325029,4.73172,
32,2,17,00:03:32,517.9474,1,0,-,-,-,4.751864,0.1259614,2.650778E-02,4.753534,
33,2,18,00:03:38,372.7594,1,0,-,-,-,4.766654,0.1038852,2.179415E-02,4.767786,
34,2,19,00:03:46,268.2696,1,0,-,-,-,4.775759,8.729795E-02,1.827939E-02,4.776557,
35,2,20,00:03:52,193.0698,1,0,-,-,-,4.78277,7.866837E-02,1.644829E-02,4.783417,
36,2,21,00:03:57,138.9496,1,0,-,-,-,4.787334,7.674062E-02,1.602993E-02,4.787949,
37,2,22,00:04:03,100,1,0,-,-,-,4.78996,8.089745E-02,1.688896E-02,4.790643,
38,2,23,00:04:09,71.96857,1,0,-,-,-,4.79185,9.381171E-02,1.957735E-02,4.792768,
39,2,24,00:04:15,51.79475,1,0,-,-,-,4.792924,0.1165271,2.431231E-02,4.79434,
40,2,25,00:04:21,37.27594,1,0,-,-,-,4.795319,0.1508319,3.145398E-02,4.79769,
41,2,26,00:04:27,26.82696,1,0,-,-,-,4.795545,0.2025098,4.222875E-02,4.799819,
42,2,27,00:04:33,19.30698,1,0,-,-,-,4.797819,0.276093,5.754554E-02,4.805756,
43,2,28,00:04:39,13.89495,1,0,-,-,-,4.800727,0.377639,7.866289E-02,4.815557,
44,2,29,00:04:45,10,1,0,-,-,-,4.806221,0.5201404,0.1082223,4.834284,
45,2,30,00:04:51,7.196856,1,0,-,-,-,4.815123,0.7204892,0.1496305,4.868728,
46,2,31,00:04:58,5.179475,1,0,-,-,-,4.833953,0.9952511,0.2058876,4.935345,
47,2,32,00:05:04,3.727594,1,0,-,-,-,4.866943,1.373055,0.2821185,5.056917,
48,2,33,00:05:12,2.682696,1,0,-,-,-,4.925894,1.894857,0.3846726,5.277776,
49,2,34,00:05:18,1.930698,1,0,-,-,-,5.020099,2.59463,0.5168484,5.650973,
50,2,35,00:05:25,1.389495,1,0,-,-,-,5.168669,3.542531,0.6853856,6.266152,
51,2,36,00:05:31,1,1,0,-,-,-,5.408453,4.793117,0.8862269,7.226709,
