0.0792195 0.0486328
0.108923 0.0354105
0.152295 0.0267631
0.209966 0.0213732
0.294494 0.0186181
0.407424 0.0176114
0.56596 0.0182574
0.789448 0.0202687
1.09113 0.0235734
1.52118 0.0280039
2.12074 0.0324104
2.93087 0.0361702
4.0518 0.0384689
5.60392 0.0387556
7.85773 0.0372699
11.0206 0.0347303
15.2534 0.0317116
21.206 0.0287169
29.6088 0.026321
41.1536 0.0244042
57.4454 0.0232059
78.7679 0.0223669
109.923 0.0222944
152.037 0.0224134
210.286 0.0225325
296.07 0.0226037
409.516 0.0225551
786.913 0.0227454
1103.17 0.0221698
1526.14 0.0213547
2139.72 0.0203002
2986.87 0.0189821
4096.14 0.0174725
5642 0.0162742
7911.42 0.0146208
