Exported SMaRT Impedance Data
Experiment start time : 9/13/2016 8:31:30 AM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,Relative Permittivity Magnitude 
1,1,1,00:00:12,10000000,1,0,-,-,-,-1.38979,2.135573,-1.536615,2.547977,
2,1,2,00:00:21,7196857,1,0,-,-,-,-0.2076434,1.71598,-8.26407,1.728497,
3,1,3,00:00:32,5179475,1,0,-,-,-,-3.211055,5.265972,-1.639951,6.167765,
4,1,4,00:00:38,3727594,1,0,-,-,-,7.065695,14.7738,2.090919,16.37648,
5,1,5,00:00:44,2682696,1,0,-,-,-,8.594039,1.282109,0.1491859,8.689149,
6,1,6,00:00:49,1930698,1,0,-,-,-,6.290985,0.3388303,5.385966E-02,6.300103,
7,1,7,00:00:55,1389496,1,0,-,-,-,5.527086,0.1728798,3.127865E-02,5.529789,
8,1,8,00:01:01,1000000,1,0,-,-,-,5.237044,8.689956E-02,1.659325E-02,5.237765,
9,1,9,00:01:07,719685.7,1,0,-,-,-,5.090497,8.166875E-02,1.604338E-02,5.091152,
10,1,10,00:01:14,517947.4,1,0,-,-,-,5.025821,8.519329E-02,1.695112E-02,5.026543,
11,1,11,00:01:20,372759.4,1,0,-,-,-,5.003168,0.0918806,1.836448E-02,5.004012,
12,1,12,00:01:26,268269.6,1,0,-,-,-,5.044527,0.1197238,2.373341E-02,5.045948,
13,1,13,00:01:32,193069.8,1,0,-,-,-,5.032579,0.1206234,2.396851E-02,5.034025,
14,1,14,00:01:38,138949.5,1,0,-,-,-,5.040518,0.1246021,2.472009E-02,5.042058,
15,1,15,00:01:44,100000,1,0,-,-,-,5.058027,0.13211,2.611888E-02,5.059752,
16,2,1,00:01:52,100000,1,0,-,-,-,5.057887,0.1321392,2.612537E-02,5.059613,
17,2,2,00:02:01,71968.57,1,0,-,-,-,5.081488,0.1389324,2.734089E-02,5.083386,
18,2,3,00:02:10,51794.75,1,0,-,-,-,5.108299,0.145017,2.838852E-02,5.110357,
19,2,4,00:02:15,37275.94,1,0,-,-,-,5.136463,0.1518982,2.957252E-02,5.138709,
20,2,5,00:02:22,26826.96,1,0,-,-,-,5.172852,0.1725311,3.335318E-02,5.175728,
21,2,6,00:02:28,19306.98,1,0,-,-,-,5.204992,0.1844153,3.543047E-02,5.208258,
22,2,7,00:02:33,13894.96,1,0,-,-,-,5.242828,0.1969484,3.756529E-02,5.246526,
23,2,8,00:02:39,10000,1,0,-,-,-,5.283731,0.2110674,3.994666E-02,5.287945,
24,2,9,00:02:45,7196.857,1,0,-,-,-,5.327621,0.2256498,0.0423547,5.332397,
25,2,10,00:02:51,5179.475,1,0,-,-,-,5.37531,0.2405827,4.475699E-02,5.380692,
26,2,11,00:02:57,3727.594,1,0,-,-,-,5.425287,0.2565752,4.729247E-02,5.431351,
27,2,12,00:03:03,2682.696,1,0,-,-,-,5.480519,0.2739387,4.998408E-02,5.487361,
28,2,13,00:03:09,1930.698,1,0,-,-,-,5.537745,0.2926106,5.283931E-02,5.54547,
29,2,14,00:03:15,1389.495,1,0,-,-,-,5.59806,0.3142475,5.613507E-02,5.606874,
30,2,15,00:03:21,1000,1,0,-,-,-,5.662686,0.3360612,5.934662E-02,5.672649,
31,2,16,00:03:27,719.6857,1,0,-,-,-,5.72755,0.3606295,6.296401E-02,5.738892,
32,2,17,00:03:33,517.9474,1,0,-,-,-,5.803649,0.3879748,6.685016E-02,5.816603,
33,2,18,00:03:38,372.7594,1,0,-,-,-,5.885256,0.4172564,7.089859E-02,5.900029,
34,2,19,00:03:48,268.2696,1,0,-,-,-,5.974726,0.4478721,7.496111E-02,5.991489,
35,2,20,00:03:54,193.0698,1,0,-,-,-,6.072064,0.479437,7.895783E-02,6.090962,
36,2,21,00:04:00,138.9496,1,0,-,-,-,6.177595,0.5110807,8.273134E-02,6.1987,
37,2,22,00:04:06,100,1,0,-,-,-,6.292816,0.5401198,8.583118E-02,6.315953,
38,2,23,00:04:12,71.96857,1,0,-,-,-,6.416085,0.5646472,8.800494E-02,6.440883,
39,2,24,00:04:18,51.79475,1,0,-,-,-,6.547617,0.5842448,8.923014E-02,6.573631,
40,2,25,00:04:24,37.27594,1,0,-,-,-,6.685408,0.5948653,8.897965E-02,6.711821,
41,2,26,00:04:29,26.82696,1,0,-,-,-,6.823169,0.5960878,8.736231E-02,6.849157,
42,2,27,00:04:36,19.30698,1,0,-,-,-,6.960284,0.5862031,8.422115E-02,6.984926,
43,2,28,00:04:42,13.89495,1,0,-,-,-,7.091011,0.5665836,7.990167E-02,7.113611,
44,2,29,00:04:48,10,1,0,-,-,-,7.212558,0.5376772,7.454737E-02,7.232572,
45,2,30,00:04:54,7.196856,1,0,-,-,-,7.319516,0.5135311,7.015917E-02,7.337508,
46,2,31,00:05:02,5.179475,1,0,-,-,-,7.410604,0.4871463,6.573639E-02,7.426598,
47,2,32,00:05:08,3.727594,1,0,-,-,-,7.488802,0.4714206,6.295007E-02,7.503625,
48,2,33,00:05:14,2.682696,1,0,-,-,-,7.550917,0.4744328,6.283116E-02,7.565807,
49,2,34,00:05:20,1.930698,1,0,-,-,-,7.604987,0.502108,6.602353E-02,7.621544,
50,2,35,00:05:27,1.389495,1,0,-,-,-,7.659232,0.5642635,7.367103E-02,7.679988,
51,2,36,00:05:33,1,1,0,-,-,-,7.715421,0.6659242,0.0863108,7.744106,
