Exported SMaRT Impedance Data
Experiment start time : 9/14/2016 5:10:33 AM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,Relative Permittivity Magnitude 
1,1,1,00:00:12,10000000,1,0,-,-,-,-1.867946,1.956861,-1.047601,2.705278,
2,1,2,00:00:18,7196857,1,0,-,-,-,-0.8168818,1.440123,-1.762951,1.655672,
3,1,3,00:00:29,5179475,1,0,-,-,-,-3.283958,4.890111,-1.489091,5.890464,
4,1,4,00:00:35,3727594,1,0,-,-,-,6.072263,16.14404,2.658653,17.24826,
5,1,5,00:00:41,2682696,1,0,-,-,-,8.53297,0.8651107,0.1013845,8.576713,
6,1,6,00:00:47,1930698,1,0,-,-,-,6.024496,0.1180593,1.959655E-02,6.025653,
7,1,7,00:00:53,1389496,1,0,-,-,-,5.26977,-1.960842E-02,-3.720925E-03,5.269807,
8,1,8,00:00:59,1000000,1,0,-,-,-,4.93702,-1.643891E-02,-3.329723E-03,4.937047,
9,1,9,00:01:04,719685.7,1,0,-,-,-,4.785605,-5.514433E-03,-1.152296E-03,4.785608,
10,1,10,00:01:12,517947.4,1,0,-,-,-,4.715127,4.560205E-03,9.671437E-04,4.715129,
11,1,11,00:01:18,372759.4,1,0,-,-,-,4.68335,1.112062E-02,2.374501E-03,4.683363,
12,1,12,00:01:24,268269.6,1,0,-,-,-,4.710459,3.065537E-02,6.507937E-03,4.710558,
13,1,13,00:01:30,193069.8,1,0,-,-,-,4.686552,2.742838E-02,5.852572E-03,4.686632,
14,1,14,00:01:35,138949.5,1,0,-,-,-,4.677493,2.649817E-02,5.665036E-03,4.677568,
15,1,15,00:01:41,100000,1,0,-,-,-,4.676291,2.672521E-02,5.715044E-03,4.676367,
16,2,1,00:01:50,100000,1,0,-,-,-,4.67596,2.674437E-02,5.719547E-03,4.676036,
17,2,2,00:01:58,71968.57,1,0,-,-,-,4.678665,2.541269E-02,5.431611E-03,4.678734,
18,2,3,00:02:07,51794.75,1,0,-,-,-,4.682292,2.370046E-02,5.061721E-03,4.682353,
19,2,4,00:02:13,37275.94,1,0,-,-,-,4.684891,0.0213906,4.565869E-03,4.684939,
20,2,5,00:02:19,26826.96,1,0,-,-,-,4.693119,2.867421E-02,6.10984E-03,4.693206,
21,2,6,00:02:25,19306.98,1,0,-,-,-,4.696178,2.862112E-02,6.094556E-03,4.696266,
22,2,7,00:02:30,13894.96,1,0,-,-,-,4.700985,3.016399E-02,6.416525E-03,4.701082,
23,2,8,00:02:36,10000,1,0,-,-,-,4.707003,3.188371E-02,6.773676E-03,4.70711,
24,2,9,00:02:42,7196.857,1,0,-,-,-,4.712629,3.325502E-02,7.056576E-03,4.712746,
25,2,10,00:02:48,5179.475,1,0,-,-,-,4.719946,3.540858E-02,7.501903E-03,4.720079,
26,2,11,00:02:54,3727.594,1,0,-,-,-,4.727438,3.704831E-02,7.836869E-03,4.727583,
27,2,12,00:03:00,2682.696,1,0,-,-,-,4.73705,0.039408,8.319103E-03,4.737214,
28,2,13,00:03:06,1930.698,1,0,-,-,-,4.745011,4.084964E-02,8.608966E-03,4.745187,
29,2,14,00:03:12,1389.495,1,0,-,-,-,4.75348,4.371041E-02,9.195454E-03,4.753681,
30,2,15,00:03:18,1000,1,0,-,-,-,4.762651,4.526556E-02,9.504277E-03,4.762866,
31,2,16,00:03:24,719.6857,1,0,-,-,-,4.772051,4.762145E-02,9.979242E-03,4.772289,
32,2,17,00:03:30,517.9474,1,0,-,-,-,4.782702,4.938125E-02,1.032497E-02,4.782957,
33,2,18,00:03:36,372.7594,1,0,-,-,-,4.792605,5.157295E-02,1.076094E-02,4.792882,
34,2,19,00:03:43,268.2696,1,0,-,-,-,4.803406,5.315166E-02,1.106541E-02,4.8037,
35,2,20,00:03:49,193.0698,1,0,-,-,-,4.815823,5.564827E-02,0.0115553,4.816144,
36,2,21,00:03:55,138.9496,1,0,-,-,-,4.828074,5.767046E-02,1.194482E-02,4.828418,
37,2,22,00:04:01,100,1,0,-,-,-,4.840604,5.855545E-02,1.209672E-02,4.840959,
38,2,23,00:04:06,71.96857,1,0,-,-,-,4.853307,5.951176E-02,1.226211E-02,4.853672,
39,2,24,00:04:12,51.79475,1,0,-,-,-,4.866847,6.026926E-02,1.238363E-02,4.86722,
40,2,25,00:04:18,37.27594,1,0,-,-,-,4.87991,6.010992E-02,1.231783E-02,4.88028,
41,2,26,00:04:24,26.82696,1,0,-,-,-,4.892692,5.986374E-02,1.223534E-02,4.893058,
42,2,27,00:04:30,19.30698,1,0,-,-,-,4.905476,6.039511E-02,1.231177E-02,4.905848,
43,2,28,00:04:36,13.89495,1,0,-,-,-,4.918979,5.783455E-02,1.175743E-02,4.919319,
44,2,29,00:04:42,10,1,0,-,-,-,4.928486,5.546638E-02,1.125424E-02,4.928798,
45,2,30,00:04:48,7.196856,1,0,-,-,-,4.942375,6.450443E-02,0.0130513,4.942796,
46,2,31,00:04:56,5.179475,1,0,-,-,-,4.955513,5.646499E-02,1.139438E-02,4.955834,
47,2,32,00:05:02,3.727594,1,0,-,-,-,4.968896,5.318593E-02,1.070377E-02,4.969181,
48,2,33,00:05:09,2.682696,1,0,-,-,-,4.980309,4.771187E-02,9.580103E-03,4.980537,
49,2,34,00:05:15,1.930698,1,0,-,-,-,4.990878,4.856991E-02,9.731737E-03,4.991115,
50,2,35,00:05:22,1.389495,1,0,-,-,-,5.0025,4.594243E-02,9.183893E-03,5.002711,
51,2,36,00:05:28,1,1,0,-,-,-,5.01418,4.958367E-02,9.88869E-03,5.014425,
