1.10E-02	1.35E+01
1.60E-02	1.04E+01
2.41E-02	7.68E+00
3.56E-02	5.55E+00
5.37E-02	3.90E+00
8.02E-02	2.71E+00
1.22E-01	1.87E+00
1.83E-01	1.29E+00
2.76E-01	8.86E-01
4.16E-01	6.13E-01
6.21E-01	4.29E-01
9.44E-01	2.99E-01
1.41E+00	2.13E-01
2.07E+00	1.53E-01
3.09E+00	1.14E-01
4.58E+00	8.80E-02
6.95E+00	7.01E-02
1.03E+01	6.03E-02
1.57E+01	5.47E-02
2.35E+01	5.49E-02
3.48E+01	5.51E-02
5.23E+01	5.60E-02
7.87E+01	6.66E-02
1.16E+02	7.55E-02
1.78E+02	8.59E-02
2.66E+02	9.65E-02
4.03E+02	1.11E-01
6.01E+02	1.26E-01
9.05E+02	1.41E-01
1.37E+03	1.57E-01
2.03E+03	1.74E-01
3.05E+03	1.88E-01
4.60E+03	2.05E-01
6.91E+03	2.19E-01
1.03E+04	2.28E-01
1.54E+04	2.43E-01
2.32E+04	2.51E-01
3.46E+04	2.49E-01
5.29E+04	2.54E-01
7.89E+04	2.56E-01
1.20E+05	2.63E-01
1.76E+05	2.70E-01
2.67E+05	2.78E-01
4.05E+05	2.88E-01
5.94E+05	3.02E-01
8.86E+05	3.18E-01
1.32E+06	3.38E-01
1.96E+06	3.60E-01
2.97E+06	4.00E-01
4.35E+06	4.44E-01
6.08E+06	4.74E-01
7.61E+06	5.14E-01
8.77E+06	5.26E-01
9.77E+06	5.39E-01
1.17E+07	5.37E-01
1.33E+07	5.26E-01
1.53E+07	5.24E-01
1.84E+07	5.07E-01
2.23E+07	4.81E-01
4.77E+07	3.74E-01
5.59E+07	3.55E-01
6.39E+07	3.38E-01
7.42E+07	3.19E-01
8.56E+07	3.00E-01
9.94E+07	2.76E-01
1.15E+08	2.57E-01
1.31E+08	2.34E-01
1.50E+08	2.14E-01
1.73E+08	1.91E-01
1.99E+08	1.72E-01
2.25E+08	1.61E-01
2.60E+08	1.49E-01
2.97E+08	1.39E-01
3.39E+08	1.35E-01
3.85E+08	1.16E-01
3.78E+07	3.99E-01
3.17E+07	4.27E-01
2.66E+07	4.54E-01
