1.06E-02	1.40E-01
1.59E-02	1.08E-01
2.39E-02	8.74E-02
3.57E-02	7.65E-02
5.37E-02	6.77E-02
8.02E-02	6.63E-02
1.22E-01	6.71E-02
1.82E-01	7.10E-02
2.75E-01	7.85E-02
4.14E-01	8.96E-02
6.18E-01	9.87E-02
9.38E-01	1.11E-01
1.40E+00	1.21E-01
2.05E+00	1.37E-01
3.09E+00	1.53E-01
4.61E+00	1.69E-01
6.93E+00	1.87E-01
1.03E+01	2.04E-01
1.57E+01	2.21E-01
2.34E+01	2.37E-01
3.41E+01	2.49E-01
5.26E+01	2.58E-01
7.84E+01	2.71E-01
1.18E+02	2.78E-01
1.79E+02	2.84E-01
2.69E+02	2.90E-01
4.05E+02	2.96E-01
6.05E+02	2.99E-01
9.18E+02	3.02E-01
1.37E+03	3.10E-01
2.04E+03	3.18E-01
3.08E+03	3.23E-01
4.59E+03	3.33E-01
6.91E+03	3.45E-01
1.03E+04	3.57E-01
1.54E+04	3.70E-01
2.31E+04	3.74E-01
3.45E+04	3.62E-01
5.24E+04	3.49E-01
7.89E+04	3.29E-01
1.20E+05	3.09E-01
1.80E+05	2.77E-01
2.67E+05	2.46E-01
3.98E+05	2.12E-01
5.94E+05	1.79E-01
8.80E+05	1.54E-01
1.32E+06	1.26E-01
2.13E+06	9.17E-02
3.35E+06	7.08E-02
5.17E+06	5.37E-02
5.96E+06	4.66E-02
6.93E+06	4.05E-02
9.13E+06	3.07E-02
1.20E+07	3.50E-02
1.39E+07	3.03E-02
1.04E+07	2.68E-02
2.10E+07	2.01E-02
