403 1.63725 0.792476 0.600288 -6.29329 0.999368
398 1.67715 0.779982 0.604388 -6.15009 0.999519
393 1.71844 0.749722 0.64133 -6.0109 0.998963
388 1.77219 0.740137 0.623712 -5.80635 0.999417
383 1.81401 0.709497 0.657098 -5.64035 0.998936
378 1.87634 0.693496 0.635586 -5.40424 0.999324
373 1.92453 0.659524 0.666128 -5.20769 0.999017
368 1.9654 0.618704 0.729521 -5.0347 0.998529
363 2.03493 0.59132 0.713987 -4.75572 0.99855
358 2.09265 0.554002 0.746351 -4.50971 0.998509
353 2.15632 0.51612 0.774528 -4.23809 0.998546
353 0.346599 1 1 -0.0179927 0.989909
348 2.21772 0.457323 0.923884 -4.10154 0.997456
343 2.29301 0.425125 0.918925 -3.74299 0.997982
338 2.36707 0.381513 1 -3.47402 0.99748
333 2.42568 0.353175 1 -3.06435 0.995139
328 2.37913 0.335271 1 -2.72787 0.994221
