Exported SMaRT Impedance Data
Experiment start time : 5/27/2017 10:05:47 PM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,AC Conductivity Real (S/m)
1,1,1,00:00:12,1000000,1,0,-,-,-,2.87344E-03,3.301441E-05,1.148951E-02,1.836674E-09,
2,1,2,00:00:21,681292.1,1,0,-,-,-,2.805354E-03,7.989285E-05,2.847871E-02,3.028097E-09,
3,1,3,00:00:28,464158.9,1,0,-,-,-,2.792638E-03,9.830706E-05,3.520222E-02,2.538516E-09,
4,1,4,00:00:34,316227.8,1,0,-,-,-,2.798257E-03,1.047896E-04,3.744816E-02,1.843515E-09,
5,1,5,00:00:40,215443.5,1,0,-,-,-,2.806334E-03,1.119445E-04,3.988995E-02,1.341729E-09,
6,1,6,00:00:46,146779.9,1,0,-,-,-,2.826713E-03,1.433963E-04,5.072898E-02,1.170935E-09,
7,1,7,00:00:52,100000,1,0,-,-,-,2.834784E-03,1.182458E-04,4.171247E-02,6.57831E-10,
8,1,8,00:00:58,68129.2,1,0,-,-,-,2.883502E-03,1.216328E-04,4.218231E-02,4.610122E-10,
9,1,9,00:01:06,46415.89,1,0,-,-,-,2.937075E-03,9.85309E-05,3.354729E-02,2.544296E-10,
10,1,10,00:01:12,31622.78,1,0,-,-,-,2.961488E-03,5.146531E-05,1.737819E-02,9.054056E-11,
11,1,11,00:01:18,21544.35,1,0,-,-,-,2.952501E-03,1.565436E-05,5.302066E-03,1.876278E-11,
12,1,12,00:01:23,14677.99,1,0,-,-,-,2.934457E-03,3.733687E-06,1.27236E-03,3.048829E-12,
13,1,13,00:01:30,10000,1,0,-,-,-,2.973225E-03,-1.275219E-05,-4.289011E-03,-7.094364E-12,
14,1,14,00:01:35,6812.921,1,0,-,-,-,2.973587E-03,3.116891E-06,1.048192E-03,1.181363E-12,
15,1,15,00:01:41,4641.589,1,0,-,-,-,2.979552E-03,1.2386E-05,4.157002E-03,3.198353E-12,
16,1,16,00:01:47,3162.278,1,0,-,-,-,2.987718E-03,1.582661E-05,5.297223E-03,2.784302E-12,
17,1,17,00:01:53,2154.435,1,0,-,-,-,2.99517E-03,1.598762E-05,5.337801E-03,1.916222E-12,
18,1,18,00:01:59,1467.799,1,0,-,-,-,2.998489E-03,1.290636E-05,4.304287E-03,1.053899E-12,
19,1,19,00:02:05,1000,1,0,-,-,-,3.050669E-03,6.628951E-06,2.17295E-03,3.687851E-13,
20,1,20,00:02:11,681.2921,1,0,-,-,-,3.051943E-03,1.756362E-05,5.754897E-03,6.656959E-13,
21,1,21,00:02:17,464.1589,1,0,-,-,-,3.052826E-03,4.478061E-06,1.466857E-03,1.156339E-13,
22,1,22,00:02:23,316.2278,1,0,-,-,-,3.044307E-03,3.695792E-06,1.214001E-03,6.501837E-14,
23,1,23,00:02:30,215.4435,1,0,-,-,-,3.058561E-03,2.65117E-06,8.668031E-04,3.177602E-14,
24,1,24,00:02:36,146.7799,1,0,-,-,-,2.441858E-03,4.255792E-05,0.0174285,3.475166E-13,
25,1,25,00:02:42,100,1,0,-,-,-,2.399702E-03,2.074297E-05,8.643976E-03,1.153983E-13,
26,1,26,00:02:48,68.1292,1,0,-,-,-,2.411346E-03,5.345156E-05,2.216669E-02,2.02592E-13,
27,1,27,00:02:54,46.41589,1,0,-,-,-,2.527087E-03,-1.303576E-04,-5.158413E-02,-3.366135E-13,
28,1,28,00:03:00,31.62278,1,0,-,-,-,2.213718E-03,4.584773E-04,0.2071074,8.065779E-13,
29,1,29,00:03:06,21.54435,1,0,-,-,-,2.479822E-03,-1.380749E-04,-5.567936E-02,-1.654919E-13,
30,1,30,00:03:14,14.67799,1,0,-,-,-,2.556263E-03,3.178192E-04,0.1243296,2.595226E-13,
31,1,31,00:03:22,10,1,0,-,-,-,2.577377E-03,-1.516802E-04,-5.885062E-02,-8.438346E-14,
