Exported SMaRT Impedance Data
Experiment start time : 5/27/2017 12:32:01 PM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,AC Conductivity Real (S/m)
1,1,1,00:00:10,1000000,1,0,-,-,-,1.833134,0.3101847,0.1692101,1.725635E-05,
2,1,2,00:00:16,681292.1,1,0,-,-,-,1.313649,0.1147346,8.734042E-02,4.348671E-06,
3,1,3,00:00:24,464158.9,1,0,-,-,-,1.166394,8.088781E-02,6.934863E-02,2.088711E-06,
4,1,4,00:00:29,316227.8,1,0,-,-,-,1.11698,7.247111E-02,0.0648813,1.274951E-06,
5,1,5,00:00:35,215443.5,1,0,-,-,-,1.103794,0.0722946,6.549646E-02,8.664983E-07,
6,1,6,00:00:41,146779.9,1,0,-,-,-,1.130034,8.028782E-02,0.071049,6.556089E-07,
7,1,7,00:00:47,100000,1,0,-,-,-,1.129485,0.0819278,0.0725355,4.557847E-07,
8,1,8,00:00:53,68129.2,1,0,-,-,-,1.140308,8.616702E-02,0.0755647,3.2659E-07,
9,1,9,00:01:01,46415.89,1,0,-,-,-,1.156955,9.179173E-02,7.933909E-02,2.370275E-07,
10,1,10,00:01:07,31622.78,1,0,-,-,-,1.177557,9.848213E-02,8.363255E-02,1.732551E-07,
11,1,11,00:01:13,21544.35,1,0,-,-,-,1.200257,0.1061635,8.845063E-02,1.272439E-07,
12,1,12,00:01:19,14677.99,1,0,-,-,-,1.228609,0.114995,0.0935977,9.390182E-08,
13,1,13,00:01:25,10000,1,0,-,-,-,1.25622,0.1237986,9.854846E-02,6.887224E-08,
14,1,14,00:01:31,6812.921,1,0,-,-,-,1.287975,0.132632,0.1029771,5.027014E-08,
15,1,15,00:01:37,4641.589,1,0,-,-,-,1.322884,0.1396316,0.1055509,3.605612E-08,
16,1,16,00:01:43,3162.278,1,0,-,-,-,1.360276,0.1454556,0.106931,2.558934E-08,
17,1,17,00:01:49,2154.435,1,0,-,-,-,1.399798,0.1488679,0.1063496,1.78428E-08,
18,1,18,00:01:54,1467.799,1,0,-,-,-,1.440271,0.1490806,0.1035087,1.217352E-08,
19,1,19,00:02:01,1000,1,0,-,-,-,1.481115,0.1464045,9.884749E-02,8.144846E-09,
20,1,20,00:02:07,681.2921,1,0,-,-,-,1.520244,0.1396794,9.187959E-02,5.294127E-09,
21,1,21,00:02:13,464.1589,1,0,-,-,-,1.557243,0.1302185,8.362116E-02,3.362543E-09,
22,1,22,00:02:19,316.2278,1,0,-,-,-,1.590203,0.1175392,7.391462E-02,2.067813E-09,
23,1,23,00:02:26,215.4435,1,0,-,-,-,1.618758,0.1032248,6.376791E-02,1.237218E-09,
24,1,24,00:02:32,146.7799,1,0,-,-,-,1.642654,8.798373E-02,5.356194E-02,7.184516E-10,
25,1,25,00:02:38,100,1,0,-,-,-,1.661034,7.255713E-02,4.368192E-02,4.036534E-10,
26,1,26,00:02:44,68.1292,1,0,-,-,-,1.676047,5.929309E-02,3.537674E-02,2.247325E-10,
27,1,27,00:02:50,46.41589,1,0,-,-,-,1.687192,4.638303E-02,2.749125E-02,1.197717E-10,
28,1,28,00:02:56,31.62278,1,0,-,-,-,1.695709,3.612532E-02,2.130396E-02,6.355362E-11,
29,1,29,00:03:02,21.54435,1,0,-,-,-,1.700969,2.811935E-02,1.653137E-02,3.370289E-11,
30,1,30,00:03:08,14.67799,1,0,-,-,-,1.702498,2.276898E-02,1.337387E-02,1.859254E-11,
31,1,31,00:03:14,10,1,0,-,-,-,1.707126,1.448028E-02,8.482255E-03,8.055741E-12,
