Exported SMaRT Impedance Data
Experiment start time : 5/27/2017 10:02:10 PM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,AC Conductivity Real (S/m)
1,1,1,00:00:12,1000000,1,0,-,-,-,2.947848E-03,3.095359E-05,0.0105004,1.722026E-09,
2,1,2,00:00:20,681292.1,1,0,-,-,-,2.887955E-03,7.820135E-05,2.707845E-02,2.963986E-09,
3,1,3,00:00:28,464158.9,1,0,-,-,-,2.879005E-03,9.853955E-05,3.422694E-02,2.544519E-09,
4,1,4,00:00:34,316227.8,1,0,-,-,-,2.885368E-03,1.036292E-04,3.591542E-02,1.823101E-09,
5,1,5,00:00:39,215443.5,1,0,-,-,-,2.89373E-03,1.109461E-04,3.834018E-02,1.329762E-09,
6,1,6,00:00:45,146779.9,1,0,-,-,-,2.913332E-03,1.430569E-04,4.910422E-02,1.168164E-09,
7,1,7,00:00:51,100000,1,0,-,-,-,2.921856E-03,1.185038E-04,4.055771E-02,6.592662E-10,
8,1,8,00:00:57,68129.2,1,0,-,-,-,2.971102E-03,1.202441E-04,4.047122E-02,4.557489E-10,
9,1,9,00:01:05,46415.89,1,0,-,-,-,3.026022E-03,9.802201E-05,3.239302E-02,2.531155E-10,
10,1,10,00:01:11,31622.78,1,0,-,-,-,3.049233E-03,5.054614E-05,1.657667E-02,8.892349E-11,
11,1,11,00:01:17,21544.35,1,0,-,-,-,3.039657E-03,1.466019E-05,4.822975E-03,1.757121E-11,
12,1,12,00:01:23,14677.99,1,0,-,-,-,3.021894E-03,3.884335E-06,1.285397E-03,3.171843E-12,
13,1,13,00:01:29,10000,1,0,-,-,-,3.062167E-03,-1.183912E-05,-3.866257E-03,-6.5864E-12,
14,1,14,00:01:35,6812.921,1,0,-,-,-,3.060563E-03,3.007639E-06,9.827079E-04,1.139955E-12,
15,1,15,00:01:41,4641.589,1,0,-,-,-,3.067712E-03,1.172168E-05,3.820984E-03,3.026809E-12,
16,1,16,00:01:46,3162.278,1,0,-,-,-,3.07487E-03,1.585795E-05,5.157274E-03,2.789816E-12,
17,1,17,00:01:52,2154.435,1,0,-,-,-,3.08269E-03,1.543075E-05,5.005612E-03,1.849477E-12,
18,1,18,00:01:58,1467.799,1,0,-,-,-,3.08761E-03,1.05381E-05,3.413027E-03,8.605127E-13,
19,1,19,00:02:04,1000,1,0,-,-,-,3.137876E-03,7.074283E-06,2.254482E-03,3.9356E-13,
20,1,20,00:02:10,681.2921,1,0,-,-,-,3.13337E-03,1.156616E-05,3.691285E-03,4.383804E-13,
21,1,21,00:02:16,464.1589,1,0,-,-,-,3.136637E-03,3.987207E-06,1.271173E-03,1.029589E-13,
22,1,22,00:02:22,316.2278,1,0,-,-,-,3.138883E-03,7.926945E-06,2.525403E-03,1.394551E-13,
23,1,23,00:02:29,215.4435,1,0,-,-,-,3.141422E-03,7.178993E-06,2.285269E-03,8.604495E-14,
24,1,24,00:02:36,146.7799,1,0,-,-,-,2.534369E-03,2.124485E-05,8.382698E-03,1.734798E-13,
25,1,25,00:02:42,100,1,0,-,-,-,2.512245E-03,4.2341E-05,1.685385E-02,2.355536E-13,
26,1,26,00:02:47,68.1292,1,0,-,-,-,2.510948E-03,-3.460393E-06,-1.378122E-03,-1.311557E-14,
27,1,27,00:02:53,46.41589,1,0,-,-,-,2.199248E-03,2.02307E-04,9.198914E-02,5.224035E-13,
28,1,28,00:02:59,31.62278,1,0,-,-,-,2.786641E-03,3.021075E-04,0.1084128,5.314838E-13,
29,1,29,00:03:05,21.54435,1,0,-,-,-,2.562905E-03,-9.923882E-05,-3.872121E-02,-1.189443E-13,
30,1,30,00:03:13,14.67799,1,0,-,-,-,2.233033E-03,-1.931445E-04,-8.649427E-02,-1.577166E-13,
31,1,31,00:03:21,10,1,0,-,-,-,2.311912E-03,-1.097934E-04,-4.749031E-02,-6.108083E-14,
