Exported SMaRT Impedance Data
Experiment start time : 11/2/2016 11:50:20 AM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,Relative Permittivity Magnitude 
1,1,1,00:00:11,10000000,1,0,-,-,-,-2.017126,2.018587,-1.000724,2.85368,
2,1,2,00:00:18,7196857,1,0,-,-,-,-1.10281,1.779371,-1.613488,2.093406,
3,1,3,00:00:29,5179475,1,0,-,-,-,-3.897577,6.060869,-1.555035,7.205917,
4,1,4,00:00:35,3727594,1,0,-,-,-,5.928638,20.62912,3.479573,21.46414,
5,1,5,00:00:40,2682696,1,0,-,-,-,10.65786,1.880904,0.1764805,10.82255,
6,1,6,00:00:46,1930698,1,0,-,-,-,7.692014,0.6199535,8.059702E-02,7.716957,
7,1,7,00:00:52,1389496,1,0,-,-,-,6.750898,0.4185394,6.199759E-02,6.76386,
8,1,8,00:00:58,1000000,1,0,-,-,-,6.386229,0.3805855,5.959471E-02,6.39756,
9,1,9,00:01:04,719685.7,1,0,-,-,-,6.24785,0.394063,6.307178E-02,6.260265,
10,1,10,00:01:11,517947.4,1,0,-,-,-,6.220413,0.4270412,6.865159E-02,6.235054,
11,1,11,00:01:17,372759.4,1,0,-,-,-,6.253045,0.4702854,7.520902E-02,6.270705,
12,1,12,00:01:23,268269.6,1,0,-,-,-,6.323431,0.5217583,8.251189E-02,6.344921,
13,1,13,00:01:29,193069.8,1,0,-,-,-,6.45429,0.5827596,9.029027E-02,6.480546,
14,1,14,00:01:35,138949.5,1,0,-,-,-,6.565342,0.6348591,9.669855E-02,6.595966,
15,1,15,00:01:41,100000,1,0,-,-,-,6.703002,0.6870643,0.102501,6.738123,
16,2,1,00:01:50,100000,1,0,-,-,-,6.70319,0.6867583,0.1024524,6.738278,
17,2,2,00:01:59,71968.57,1,0,-,-,-,6.861993,0.732245,0.1067102,6.900952,
18,2,3,00:02:07,51794.75,1,0,-,-,-,7.041689,0.7630202,0.1083575,7.082908,
19,2,4,00:02:13,37275.94,1,0,-,-,-,7.231467,0.7742145,0.1070619,7.272793,
20,2,5,00:02:19,26826.96,1,0,-,-,-,7.424261,0.7610725,0.1025115,7.463169,
21,2,6,00:02:25,19306.98,1,0,-,-,-,7.610233,0.7228324,9.498164E-02,7.644484,
22,2,7,00:02:31,13894.96,1,0,-,-,-,7.779027,0.6666766,0.0857018,7.807542,
23,2,8,00:02:37,10000,1,0,-,-,-,7.929168,0.5946826,7.499938E-02,7.951437,
24,2,9,00:02:43,7196.857,1,0,-,-,-,8.052475,0.5161886,0.0641031,8.069003,
25,2,10,00:02:49,5179.475,1,0,-,-,-,8.149892,0.4382101,5.376882E-02,8.161664,
26,2,11,00:02:54,3727.594,1,0,-,-,-,8.226259,0.3636993,4.421199E-02,8.234295,
27,2,12,00:03:00,2682.696,1,0,-,-,-,8.283212,0.2975471,0.0359217,8.288554,
28,2,13,00:03:06,1930.698,1,0,-,-,-,8.325674,0.2414183,2.899684E-02,8.329173,
29,2,14,00:03:12,1389.495,1,0,-,-,-,8.357612,0.1953599,2.337509E-02,8.359895,
30,2,15,00:03:18,1000,1,0,-,-,-,8.38149,0.158463,0.0189063,8.382988,
31,2,16,00:03:24,719.6857,1,0,-,-,-,8.399832,0.1291522,1.537557E-02,8.400825,
32,2,17,00:03:30,517.9474,1,0,-,-,-,8.414477,0.1060504,1.260333E-02,8.415146,
33,2,18,00:03:36,372.7594,1,0,-,-,-,8.426801,8.853427E-02,1.050627E-02,8.427266,
34,2,19,00:03:44,268.2696,1,0,-,-,-,8.43731,7.548366E-02,8.946412E-03,8.437648,
35,2,20,00:03:49,193.0698,1,0,-,-,-,8.446781,6.708416E-02,7.941979E-03,8.447047,
36,2,21,00:03:56,138.9496,1,0,-,-,-,8.455111,6.052935E-02,7.158908E-03,8.455327,
37,2,22,00:04:02,100,1,0,-,-,-,8.462427,5.750631E-02,6.795487E-03,8.462623,
38,2,23,00:04:07,71.96857,1,0,-,-,-,8.469799,5.670689E-02,6.695188E-03,8.469989,
39,2,24,00:04:13,51.79475,1,0,-,-,-,8.477405,5.802295E-02,6.844424E-03,8.477603,
40,2,25,00:04:19,37.27594,1,0,-,-,-,8.484536,6.202041E-02,7.309817E-03,8.484763,
41,2,26,00:04:25,26.82696,1,0,-,-,-,8.49121,6.898425E-02,8.124195E-03,8.49149,
42,2,27,00:04:31,19.30698,1,0,-,-,-,8.498759,8.075295E-02,9.501735E-03,8.499143,
43,2,28,00:04:37,13.89495,1,0,-,-,-,8.506168,9.671082E-02,1.136949E-02,8.506718,
44,2,29,00:04:43,10,1,0,-,-,-,8.513462,0.1198043,1.407233E-02,8.514305,
45,2,30,00:04:49,7.196856,1,0,-,-,-,8.521523,0.150591,1.767184E-02,8.522854,
46,2,31,00:04:57,5.179475,1,0,-,-,-,8.529666,0.1970045,2.309639E-02,8.53194,
47,2,32,00:05:03,3.727594,1,0,-,-,-,8.538244,0.2591486,3.035151E-02,8.542176,
48,2,33,00:05:09,2.682696,1,0,-,-,-,8.548439,0.3458187,4.045402E-02,8.555431,
49,2,34,00:05:16,1.930698,1,0,-,-,-,8.55729,0.4650607,5.434673E-02,8.569918,
50,2,35,00:05:22,1.389495,1,0,-,-,-,8.574113,0.6289342,7.335269E-02,8.597149,
51,2,36,00:05:29,1,1,0,-,-,-,8.593493,0.8522403,9.917273E-02,8.63565,
