Exported SMaRT Impedance Data
Experiment start time : 5/26/2017 8:01:12 PM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Relative Permittivity Real ,Relative Permittivity Imaginary ,Relative Permittivity Tan Delta ,AC Conductivity Real (S/m)
1,1,1,00:00:10,1000000,1,0,-,-,-,0.9937745,0.2863812,0.2881752,1.59321E-05,
2,1,2,00:00:16,681292.1,1,0,-,-,-,0.6943037,0.1045838,0.1506312,3.963935E-06,
3,1,3,00:00:24,464158.9,1,0,-,-,-,0.6162195,7.119028E-02,0.1155275,1.838298E-06,
4,1,4,00:00:32,316227.8,1,0,-,-,-,0.5922374,6.304048E-02,0.1064446,1.109042E-06,
5,1,5,00:00:38,215443.5,1,0,-,-,-,0.6205844,7.325667E-02,0.1180447,8.780294E-07,
6,1,6,00:00:44,146779.9,1,0,-,-,-,0.6112383,6.625592E-02,0.1083962,5.410281E-07,
7,1,7,00:00:50,100000,1,0,-,-,-,0.6161703,6.406795E-02,0.1039777,3.564259E-07,
8,1,8,00:00:56,68129.2,1,0,-,-,-,0.6276419,6.207614E-02,9.890375E-02,2.352808E-07,
9,1,9,00:01:04,46415.89,1,0,-,-,-,0.6415524,5.893788E-02,9.186761E-02,1.521913E-07,
10,1,10,00:01:10,31622.78,1,0,-,-,-,0.655306,5.743746E-02,8.764982E-02,1.010471E-07,
11,1,11,00:01:16,21544.35,1,0,-,-,-,0.6724053,5.251933E-02,7.810665E-02,6.294787E-08,
12,1,12,00:01:22,14677.99,1,0,-,-,-,0.6828474,4.747869E-02,6.953045E-02,3.876983E-08,
13,1,13,00:01:28,10000,1,0,-,-,-,0.6933158,0.0422919,6.099948E-02,2.352804E-08,
14,1,14,00:01:34,6812.921,1,0,-,-,-,0.7029206,3.682635E-02,5.239048E-02,1.395792E-08,
15,1,15,00:01:40,4641.589,1,0,-,-,-,0.7109382,3.116559E-02,4.383728E-02,8.047678E-09,
16,1,16,00:01:45,3162.278,1,0,-,-,-,0.7173197,2.559376E-02,3.567971E-02,4.502593E-09,
17,1,17,00:01:52,2154.435,1,0,-,-,-,0.7224193,2.072977E-02,2.869493E-02,2.4846E-09,
18,1,18,00:01:58,1467.799,1,0,-,-,-,0.7259026,1.632047E-02,0.022483,1.332686E-09,
19,1,19,00:02:04,1000,1,0,-,-,-,0.728377,1.271076E-02,1.745079E-02,7.071311E-10,
20,1,20,00:02:10,681.2921,1,0,-,-,-,0.7301169,9.781661E-03,1.339739E-02,3.707442E-10,
21,1,21,00:02:16,464.1589,1,0,-,-,-,0.7314967,7.695782E-03,0.0105206,1.987229E-10,
22,1,22,00:02:22,316.2278,1,0,-,-,-,0.7323506,5.997219E-03,8.188999E-03,1.055063E-10,
23,1,23,00:02:29,215.4435,1,0,-,-,-,0.7330021,5.115781E-03,6.979217E-03,6.131601E-11,
24,1,24,00:02:35,146.7799,1,0,-,-,-,0.7333843,4.570541E-03,6.232122E-03,3.732181E-11,
25,1,25,00:02:41,100,1,0,-,-,-,0.7339142,4.368363E-03,5.952144E-03,2.430229E-11,
26,1,26,00:02:47,68.1292,1,0,-,-,-,0.7336756,4.854857E-03,6.617171E-03,1.840087E-11,
27,1,27,00:02:52,46.41589,1,0,-,-,-,0.7346556,6.270124E-03,8.534781E-03,1.619091E-11,
28,1,28,00:02:58,31.62278,1,0,-,-,-,0.733546,9.234867E-03,1.258935E-02,1.624648E-11,
29,1,29,00:03:05,21.54435,1,0,-,-,-,0.7344182,9.63577E-03,1.312028E-02,1.154911E-11,
30,1,30,00:03:10,14.67799,1,0,-,-,-,0.738799,1.726552E-02,2.336971E-02,1.409856E-11,
31,1,31,00:03:16,10,1,0,-,-,-,0.7388203,0.0201879,0.0273245,1.123103E-11,
