total # of peaks = 1

From low frequency, the #1 peak

Data fit to <HN_loss> functional form

xData (#.=24)
[[4.083893],[4.226752],[4.369609],[4.512468],[4.655326],[4.798180],[4.941039],[5.083893],[5.226752],[5.369609],[5.512468],[5.655326],[5.798180],[5.941039],[6.083893],[6.226752],[6.369609],[6.512468],[6.655326],[6.798180],[6.941039],[7.083893],[7.226752],[7.369609]]

yData (#.=24)
[-1.078657,-1.008805,-0.926355,-0.837525,-0.748046,-0.660807,-0.579219,-0.506166,-0.443999,-0.394146,-0.357714,-0.334963,-0.325203,-0.327487,-0.340188,-0.361710,-0.390587,-0.425413,-0.464465,-0.522040,-0.573733,-0.623533,-0.684639,-0.753181]

stop condition:
intial coeffs = 1 0.5 0.5 -8 
scale  = 1 0.5 0.5 -8 
bndl   = 0 0 0 -20 
bndu   = 10 1 1 20 
epsf   = 0
epsx   = 1e-10
maxits = 100000

Operating Mode: F

fit info 2
(relative step is no more than EpsX.)

internal iterations = 28
time used = 0 seconds

fit coeffs
1.81401 0.709497 0.657098 -5.64035 

fit coeffs error
0.00967627 0.00668695 0.0223321 0.0250543 

Statistics
===================================
R^2 (coefficient of determination) 
0.998936 (1 cycles)

RMS error 
0.00721012

average error 
0.00547116

average relative error 
0.00946082

maximum error 
0.0222525
===================================

cutoff_lo_afreq 4.08389
cutoff_lo_sfreq 3.28571

cutoff_hi_afreq 7.36961
cutoff_hi_sfreq 6.57143

afreq_max 5.79818
sfreq_max 5
loss_max  -0.325203

tauMax(afreq) 1.34715e-06
log(tauMax_a) -5.87058
tauMax(sfreq) 8.46438e-06
log(tauMax_s) -5.0724

Raw Data (#.=61)
log.afreq  log.sfreq  log.loss  storage   
==========================================
-0.773248 -1.57143 2.94921 10.441
-0.630391 -1.42857 2.80841 8.9026
-0.487532 -1.28571 2.66756 7.9433
-0.344674 -1.14285 2.52612 7.2567
-0.20182 -1 2.38434 6.8092
-0.0589614 -0.857141 2.2442 6.4594
0.083893 -0.714285 2.10254 6.2417
0.226752 -0.571428 1.96153 6.0669
0.369609 -0.428571 1.82102 5.9373
0.512468 -0.285712 1.68095 5.8152
0.655326 -0.142855 1.54143 5.6717
0.79818 0 1.40326 5.4961
0.941039 0.142859 1.26762 5.3115
1.08389 0.285715 1.13354 5.0947
1.22675 0.428572 1.00056 4.8701
1.36961 0.571429 0.867903 4.6558
1.51247 0.714288 0.735703 4.4748
1.65533 0.857145 0.601636 4.3239
1.79818 1 0.466512 4.2162
1.94104 1.14286 0.330109 4.145
2.08389 1.28571 0.191786 4.0983
2.22675 1.42857 0.0521936 4.0702
2.36961 1.57143 -0.0877035 4.0538
2.51247 1.71429 -0.227693 4.0444
2.65533 1.85715 -0.366946 4.0389
2.79818 2 -0.504705 4.0353
2.94104 2.14286 -0.639104 4.033
3.08389 2.28571 -0.768301 4.0308
3.22675 2.42857 -0.888267 4.029
3.36961 2.57143 -0.993363 4.0272
3.51247 2.71429 -1.07589 4.0248
3.65533 2.85715 -1.12798 4.0221
3.79818 3 -1.14558 4.0182
3.94104 3.14286 -1.12688 4.0134
4.08389 3.28571 -1.07866 4.007
4.22675 3.42857 -1.0088 3.9978
4.36961 3.57143 -0.926355 3.9852
4.51247 3.71429 -0.837525 3.9671
4.65533 3.85715 -0.748046 3.9424
4.79818 4 -0.660807 3.9088
4.94104 4.14286 -0.579219 3.8638
5.08389 4.28571 -0.506166 3.805
5.22675 4.42857 -0.443999 3.7312
5.36961 4.57143 -0.394146 3.6421
5.51247 4.71429 -0.357714 3.5391
5.65533 4.85715 -0.334963 3.4274
5.79818 5 -0.325203 3.311
5.94104 5.14286 -0.327487 3.195
6.08389 5.28571 -0.340188 3.0835
6.22675 5.42857 -0.36171 2.9792
6.36961 5.57143 -0.390587 2.8842
6.51247 5.71429 -0.425413 2.7987
6.65533 5.85715 -0.464465 2.7233
6.79818 6 -0.52204 2.6559
6.94104 6.14286 -0.573733 2.6023
7.08389 6.28571 -0.623533 2.5506
7.22675 6.42857 -0.684639 2.51
7.36961 6.57143 -0.753181 2.4808
7.51247 6.71429 -0.805819 2.4532
7.65533 6.85715 -0.882928 2.4448
7.79818 7 -1.41558 2.4273


Cubic Spline Interpolation (Global Range)
log.afreq  log.sfreq  f  df  d2f         
=========================================
-0.773248 -1.57143 2.94921 -0.985812 0.00276341
-0.764677 -1.56286 2.94076 -0.985789 0.00276341
-0.756105 -1.55429 2.93231 -0.985765 0.00276341
-0.747534 -1.54571 2.92386 -0.985741 0.00276341
-0.738962 -1.53714 2.91541 -0.985718 0.00276341
-0.730391 -1.52857 2.90696 -0.985694 0.00276341
-0.721819 -1.52 2.89851 -0.98567 0.00276341
-0.713248 -1.51143 2.89007 -0.985647 0.00276341
-0.704677 -1.50286 2.88162 -0.985623 0.00276341
-0.696105 -1.49429 2.87317 -0.985599 0.00276341
-0.687534 -1.48571 2.86472 -0.985576 0.00276341
-0.678962 -1.47714 2.85627 -0.985552 0.00276341
-0.670391 -1.46857 2.84783 -0.985528 0.00276341
-0.661819 -1.46 2.83938 -0.985504 0.00276341
-0.653248 -1.45143 2.83093 -0.985481 0.00276341
-0.644677 -1.44286 2.82248 -0.985457 0.00276341
-0.636105 -1.43429 2.81404 -0.985433 0.00276341
-0.627534 -1.42571 2.80559 -0.985411 0.00215528
-0.618962 -1.41714 2.79715 -0.9854 0.000330911
-0.610391 -1.40857 2.7887 -0.985405 -0.00149345
-0.601819 -1.4 2.78025 -0.985426 -0.00331782
